"","축제명","year","start_mon","end_mon","CARD_SIDO_NM","CARD_CCG_NM","위도","경도"
"764","제7회 칠곡 세계 인형음악극 축제",2018,8,8,"경북","칠곡군",35.9919995726,128.417300347
"765","제5회 낙동강세계평화 문화대축전",2017,9,9,"경북","칠곡군",35.9919995726,128.417300347
"766","제6회 칠곡 세계 인형음악극 축제",2017,8,8,"경북","칠곡군",35.9919995726,128.417300347
"767","제4회 낙동강세계평화 문화대축전",2016,9,10,"경북","칠곡군",35.9919995726,128.417300347
"768","제5회 칠곡 세계 인형음악극 축제",2016,8,8,"경북","칠곡군",35.9919995726,128.417300347
"769","제3회 낙동강세계평화 문화대축전",2015,10,10,"경북","칠곡군",35.9919995726,128.417300347
"770","제4회 칠곡 세계 인형음악극 축제",2015,8,8,"경북","칠곡군",35.9919995726,128.417300347
"771","제65회 백제문화제",2019,9,10,"충남","공주시",36.36030634,127.2509274183
"772","공주 금강여름축제",2019,7,7,"충남","공주시",36.36030634,127.2509274183
"773","대구화교중화문화축제",2016,10,10,"대구","중구",35.856117,128.616238
"774","봉산미술제",2016,10,10,"대구","중구",35.856117,128.616238
"775","향촌동수제화골목 2016년「빨간구두 이야기」",2016,5,5,"대구","중구",35.856117,128.616238
"776","동성로축제",2016,5,5,"대구","중구",35.856117,128.616238
"777","봉산도예전",2016,5,5,"대구","중구",35.856117,128.616238
"778","2016 대구약령시한방문화축제",2016,5,5,"대구","중구",35.856117,128.616238
"779","부천세계비보이대회",2019,9,9,"경기","부천시",37.4791781,126.7889915
"780","부천국제만화축제",2019,8,8,"경기","부천시",37.4791781,126.7889915
"781","부천전국비보이대회",2019,4,4,"경기","부천시",37.4791781,126.7889915
"782","제6회 상록수문화제",2018,9,9,"경기","안산시",37.299644,126.8627
"783","여르미오페스티벌",2018,8,8,"경기","안산시",37.299644,126.8627
"784","안산국제거리극축제",2018,5,5,"경기","안산시",37.299644,126.8627
"785","2017 안산시 평생학습 박람회 & 제7회 안산시도서관책문화축제",2017,10,10,"경기","안산시",37.299644,126.8627
"786","제5회 상록수문화제",2017,9,9,"경기","안산시",37.299644,126.8627
"787","제10주년 세계인의 날 기념행사",2017,5,5,"경기","안산시",37.299644,126.8627
"788","안산국제거리극축제",2017,5,5,"경기","안산시",37.299644,126.8627
"789","2016 평생학습 박람회 & 제6회 도서관책문화축제",2016,10,10,"경기","안산시",37.299644,126.8627
"790","제4회 상록수문화제",2016,9,9,"경기","안산시",37.299644,126.8627
"791","여르미오페스티벌",2016,8,8,"경기","안산시",37.299644,126.8627
"792","제9회 세계인의 날 기념행사",2016,5,5,"경기","안산시",37.299644,126.8627
"793","안산국제거리극축제",2016,5,5,"경기","안산시",37.299644,126.8627
"794","안산시도서관책문화축제",2015,10,10,"경기","안산시",37.299644,126.8627
"795","제3회 상록수문화제",2015,9,9,"경기","안산시",37.299644,126.8627
"796","국제보디페인팅축제",2019,8,8,"대구","달서구",35.8507464815,128.5616533709
"797","대구국제호러페스티벌",2019,8,8,"대구","수성구",35.849688,128.695676
"798","대구치맥페스티벌",2019,7,7,"대구","달서구",35.8507464815,128.5616533709
"799","대구포크페스티벌",2019,7,7,"대구","동구",35.86471972,128.7142948
"800","대구약령시한방문화축제",2019,5,5,"대구","중구",35.856117,128.616238
"801","형형색색달구벌관등놀이",2019,4,5,"대구","남구",35.840562,128.606693
"802","동아시아보자기페스티벌",2019,9,9,"대구","북구",35.9066389621,128.6005354637
"803","대구국제뮤지컬페스티벌",2019,6,7,"대구","북구",35.9066389621,128.6005354637
"804","안산 대부포도축제",2015,9,9,"경기","안산시",37.299644,126.8627
"805","제17회 구리 유채꽃 축제",2017,5,5,"경기","구리시",38.342841,128.081044
"806","대구국제패션문화페스티벌",2019,10,10,"대구","북구",35.9066389621,128.6005354637
"807","제1회 천년나주목읍성문화축제",2019,5,5,"전남","나주시",35.0328694,126.7166816
"808","제15회 영산포 홍어축제",2019,4,4,"전남","나주시",35.0328694,126.7166816
"809","제5회 나주마한문화축제",2019,10,10,"전남","나주시",35.0328694,126.7166816
"810","지리산 바래봉 눈꽃축제",2018,12,2,"전북","남원시",35.3769935,127.581604
"811","원동매화축제",2019,3,3,"경남","양산시",35.377627846,129.1434288
"812","배내골사과축제",2018,11,11,"경남","양산시",35.377627846,129.1434288
"813","원동청정미나리축제",2019,3,3,"경남","양산시",35.377627846,129.1434288
"814","배내골고로쇠축제",2019,3,3,"경남","양산시",35.377627846,129.1434288
"815","부천국제판타스틱영화제",2019,6,7,"경기","부천시",37.4791781,126.7889915
"816","삼척맹방유채꽃축제",2018,4,4,"강원","삼척시",37.405447,129.205264
"817","무의도 춤축제",2020,8,8,"인천","중구",37.4790517286,126.6272437933
"818","여름철 해변행사",2020,8,8,"인천","중구",37.4790517286,126.6272437933
"819","신안튤립축제",2019,4,4,"전남","신안군",34.8336429223,126.3514080238
"820","고창모양성제",2019,10,10,"전북","고창군",35.4311962737,126.7383543955
"821","대구국제오페라축제",2019,9,10,"대구","북구",35.9066389621,128.6005354637
"822","대구국제재즈축제",2019,9,9,"대구","중구",35.856117,128.616238
"823","2019컬러풀대구페스티벌",2019,5,5,"대구","중구",35.856117,128.616238
"824","제6회 국제전기자동차엑스포",2019,5,5,"제주","서귀포시",33.4621467,126.9364271
"825","제주,100년의 시간여행 - 제주다크투어",2019,5,11,"제주","제주시",33.4926799,126.9517219
"826","방선문축제",2019,5,5,"제주","제주시",33.4926799,126.9517219
"827","제주푸드앤와인페스티벌",2019,5,5,"제주","제주시",33.4926799,126.9517219
"828","부천국제애니메이션페스티벌",2019,10,10,"경기","부천시",37.4791781,126.7889915
"829","부천전국대학가요제",2019,8,8,"경기","부천시",37.4791781,126.7889915
"830","거제 대구수산물 축제",2019,12,12,"경남","거제시",34.8663092998,128.7246401188
"831","거제 섬꽃축제",2019,10,11,"경남","거제시",34.8663092998,128.7246401188
"832","진주논개제",2019,5,5,"경남","진주시",35.1720596687,129.1284342903
"833","2020 대전 서구힐링 아트페스티벌",2020,5,5,"대전","서구",36.35505672,127.3833597
"834","제38회 단양소백산철쭉제",2020,5,5,"충북","단양군",37.0629556369,128.4929220757
"835","제24회 단양온달문화축제",2020,10,10,"충북","단양군",37.0629556369,128.4929220757
"836","홍성남당항 대하축제",2018,8,9,"충남","홍성군",36.6017196006,126.6613896244
"837","홍성역사인물축제",2019,9,9,"충남","홍성군",36.6017196006,126.6613896244
"838","김수환추기경 사랑과 나눔 문화축전",2019,6,6,"경북","군위군",36.2430022932,128.5728833177
"839","연포 해맞이 행사",2018,1,1,"충남","태안군",36.5011225195,126.3367860679
"840","제주국제관광마라톤축제",2019,5,5,"제주","제주시",33.4926799,126.9517219
"841","2019 사려니숲 에코힐링 체험",2019,5,6,"제주","서귀포시",33.4621467,126.9364271
"842","삼척황영조국제마라톤대회",2018,4,4,"강원","삼척시",37.405447,129.205264
"843","삼척장미축제",2018,5,5,"강원","삼척시",37.405447,129.205264
"844","삼척정월대보름축제",2018,2,2,"강원","삼척시",37.405447,129.205264
"845","삼척동해왕이사부독도축제",2018,9,9,"강원","삼척시",37.405447,129.205264
"846","삼척평생학습박람회",2018,10,10,"강원","삼척시",37.405447,129.205264
"847","삼척비치썸패스터벌",2018,7,7,"강원","삼척시",37.405447,129.205264
"848","화순고인돌문화축제",2020,9,9,"전남","화순군",35.11101204,127.0791227
"849","제21회 옥천묘목축제",2020,3,3,"충북","옥천군",36.3807108158,127.6893425214
"850","울산조선해양축제",2020,7,7,"울산","동구",35.505086,129.416646
"851","금호강 바람소리길 축제",2019,9,9,"대구","북구",35.9066389621,128.6005354637
"852","2018 정선고드름축제",2018,2,2,"강원","정선군",37.14853562,128.898962
"853","제17회 구리 코스모스 축제",2017,9,9,"경기","구리시",38.342841,128.081044
"854","면천 진달래축제",2018,4,4,"충남","당진시",36.819209,126.785502
"855","8.15. 프란치스코 데이",2018,8,8,"충남","당진시",36.819209,126.785502
"856","제19회 구리 코스모스 축제",2019,9,9,"경기","구리시",38.342841,128.081044
"857","제19회 구리 유채꽃 축제",2019,5,5,"경기","구리시",38.342841,128.081044
"858","제18회 구리 코스모스 축제",2018,10,10,"경기","구리시",38.342841,128.081044
"859","제18회 구리 유채꽃 축제",2018,5,5,"경기","구리시",38.342841,128.081044
"860","「제37회 대구약령시 한방문화축제」",2014,10,10,"대구","중구",35.856117,128.616238
"861","백화산 해맞이 행사",2018,1,1,"충남","태안군",36.5011225195,126.3367860679
"862","꽃지저녁노을축제",2018,12,12,"충남","태안군",36.5011225195,126.3367860679
"863","2019 제주왕벚꽃축제",2019,3,3,"제주","제주시",33.4926799,126.9517219
"864","2019 제주들불축제",2019,3,3,"제주","제주시",33.4926799,126.9517219
"865","인디스트리트 생활음악페스티벌''뮤직스트릿 파티''",2019,8,8,"서울","은평구",37.5986174183,126.915845525
"866","봉화송이축제",2020,10,10,"경북","봉화군",36.8888791,128.7378251
"867","제15회 창녕낙동강유채축제",2019,4,4,"경남","창녕군",35.4377269233,128.5886090589
"868","악양대봉감축제",2020,1,12,"경남","하동군",35.1110154687,127.8741644649
"869","가드닝 페스티벌",2020,5,5,"충북","청주시",36.721607,127.601269
"870","제21회 고성통일명태축제",2019,10,10,"강원","고성군",38.375898,128.4649304
"871","곡성심청축제",2019,10,10,"전남","곡성군",35.2780945,127.3074651
"872","곡성세계장미축제",2019,5,5,"전남","곡성군",35.2780945,127.3074651
"873","봉화은어축제",2020,7,8,"경북","봉화군",36.8888791,128.7378251
"874","울진대게와 붉은대게 축제",2019,2,3,"경북","울진군",36.9651530689,129.4132711513
"875","청정완도 가을빛 여행",2018,10,10,"전남","완도군",34.1797107442,126.8577890642
"876","간월도어리굴젓수산물한마당",2016,11,11,"충남","서산시",36.71355717,126.5503842
"877","서산시국화축제",2016,10,11,"충남","서산시",36.71355717,126.5503842
"878","서산해미읍성역사체험축제",2016,10,10,"충남","서산시",36.71355717,126.5503842
"879","서산갯마을 뻘낙지축제",2016,10,10,"충남","서산시",36.71355717,126.5503842
"880","삼길포우럭독살체험축제",2016,8,8,"충남","서산시",36.71355717,126.5503842
"881","팔봉산감자축제",2016,6,6,"충남","서산시",36.71355717,126.5503842
"882","전주대사습놀이",2018,6,6,"전북","전주시",35.8206764,127.1482821
"883","인천개항장 문화재야행",2020,9,9,"인천","중구",37.4790517286,126.6272437933
"884","2019 금정산성축제",2019,5,5,"부산","금정구",35.230188,129.089184
"885","포항해병대문화축제",2019,4,4,"경북","포항시",36.07675839,129.5660588
"886","포항국제불빛축제",2019,5,6,"경북","포항시",36.07675839,129.5660588
"887","대구화교중화문화축제",2017,10,10,"대구","중구",35.856117,128.616238
"888","대구 근대路야행",2017,8,8,"대구","중구",35.856117,128.616238
"889","대구워터페스티벌",2017,7,7,"대구","중구",35.856117,128.616238
"890","동성로축제",2017,5,5,"대구","중구",35.856117,128.616238
"891","2017 대구약령시한방문화축제",2017,5,5,"대구","중구",35.856117,128.616238
"892","봉산조형페스티벌 도예조각전",2017,4,5,"대구","중구",35.856117,128.616238
"893","2019청도세계코미디아트페스티벌",2019,10,10,"경북","청도군",35.6551372,128.7355476
"894","한진포구 바지락 갯벌체험축제",2018,5,5,"충남","당진시",36.819209,126.785502
"895","해나루 황토감자축제",2018,6,6,"충남","당진시",36.819209,126.785502
"896","정약용문화제",2019,4,4,"경기","남양주시",37.5162744696,127.299035
"897","동성로축제",2019,5,5,"대구","중구",35.856117,128.616238
"898","2019 대구약령시한방문화축제",2019,5,5,"대구","중구",35.856117,128.616238
"899","봉산도자기축제",2019,4,4,"대구","중구",35.856117,128.616238
"900","김광석추모콘서트",2019,1,1,"대구","중구",35.856117,128.616238
"901","향촌동수제화골목 2018년「빨간구두 이야기」",2018,10,10,"대구","중구",35.856117,128.616238
"902","제2회 북성로 축제",2018,10,10,"대구","중구",35.856117,128.616238
"903","봉산미술제",2018,10,10,"대구","중구",35.856117,128.616238
"904","대구스트리트 모터 페스티벌",2018,10,10,"대구","중구",35.856117,128.616238
"905","대구화교중화문화축제",2018,10,10,"대구","중구",35.856117,128.616238
"906","김광석노래부르기",2018,9,9,"대구","중구",35.856117,128.616238
"907","대구 근대路야행(2회)",2018,9,9,"대구","중구",35.856117,128.616238
"908","대구 근대路야행(1회)",2018,8,8,"대구","중구",35.856117,128.616238
"909","방천골목오페라축제",2018,6,6,"대구","중구",35.856117,128.616238
"910","쇠소깍축제",2019,8,8,"제주","서귀포시",33.4621467,126.9364271
"911","표선해변 하얀모래축제",2019,8,8,"제주","서귀포시",33.4621467,126.9364271
"912","돈내코계곡 원앙축제",2019,8,8,"제주","서귀포시",33.4621467,126.9364271
"913","김해독서대전",2019,10,10,"경남","김해시",35.23606039,128.8730826
"914","김해분청도자기축제",2019,10,11,"경남","김해시",35.23606039,128.8730826
"915","가야문화축제",2019,4,4,"경남","김해시",35.23606039,128.8730826
"916","성주생명문화축제 성주참외페스티벌",2019,5,5,"경북","성주군",35.9157610181,128.2800492095
"917","인천개항장 문화재야행",2020,5,5,"인천","중구",37.4790517286,126.6272437933
"918","제2회 연제고분판타지축제",2019,9,9,"부산","연제구",35.183681,129.088039
"919","제2회 의정부시 청소년 풋살대회",2020,10,10,"경기","의정부시",37.7069947266,127.053346
"920","청소년 공감 콘서트",2020,10,10,"경기","의정부시",37.7069947266,127.053346
"921","제3회 의정부시장배 전국 청소년 드론경연대회",2020,7,7,"경기","의정부시",37.7069947266,127.053346
"922","제야타종식",2019,12,12,"경북","울진군",36.9651530689,129.4132711513
"923","여수여자만갯벌노을체험행사",2019,10,10,"전남","여수시",34.593794482,127.8029860962
"924","여수거북선축제",2019,5,5,"전남","여수시",34.593794482,127.8029860962
"925","2018 전주비빔밥축제",2018,10,10,"전북","전주시",35.8206764,127.1482821
"926","전주한지문화축제",2018,5,5,"전북","전주시",35.8206764,127.1482821
"927","전주국제발효식품엑스포",2018,10,10,"전북","전주시",35.8206764,127.1482821
"928","제3회 풍덕동 장미축제",2020,5,5,"전남","순천시",34.9366208,127.5481890924
"929","제3회 마을공동체 동아리축제",2020,7,7,"전남","순천시",34.9366208,127.5481890924
"930","제5회 순천철도마을축제 및 제3회 순천철도어린이동요제",2020,5,5,"전남","순천시",34.9366208,127.5481890924
"931","제5회 신대지구 스마트 문화제",2020,9,9,"전남","순천시",34.9366208,127.5481890924
"932","청바지&청소년 “끼” 축제",2020,10,10,"전남","순천시",34.9366208,127.5481890924
"933","봉숫골 꽃나들이 축제",2020,3,3,"경남","통영시",34.75930638,128.5100671
"934","통영한산대첩축제",2020,8,8,"경남","통영시",34.75930638,128.5100671
"935","한산도 바다체험축제",2020,6,6,"경남","통영시",34.75930638,128.5100671
"936","2019 고양호수예술축제",2019,10,10,"경기","고양시",37.63173966,126.832994
"937","2019 고양행주문화제",2019,5,5,"경기","고양시",37.63173966,126.832994
"938","노루목 봄 페스티벌 <ㅍㅍㅍ페스티벌>",2019,5,5,"경기","고양시",37.63173966,126.832994
"939","신바람난 뮤지엄 페스티벌",2019,5,5,"경기","고양시",37.63173966,126.832994
"940","크리스마스거리축제",2019,12,12,"서울","서대문구",37.574374,126.956064
"941","서대문독립민주축제",2019,8,8,"서울","서대문구",37.574374,126.956064
"942","여수영취산진달래체험행사",2019,3,3,"전남","여수시",34.593794482,127.8029860962
"943","전주세계소리축제",2018,10,10,"전북","전주시",35.8206764,127.1482821
"944","전주단오축제",2018,6,6,"전북","전주시",35.8206764,127.1482821
"945","제19회 전주국제영화제",2018,5,5,"전북","전주시",35.8206764,127.1482821
"946","제22회 과천축제",2018,9,9,"경기","과천시",37.4279091,126.9895045
"947","제1회의성슈퍼푸드마늘축제",2019,10,10,"경북","의성군",36.35137471,128.6768191
"948","제10회의성봉양자두홍보및체험행사",2019,7,7,"경북","의성군",36.35137471,128.6768191
"949","전국민속 소싸움 달성대회",2018,4,4,"대구","달성군",35.687021,128.458656
"950","정월대보름 달맞이문화제",2018,3,3,"대구","달성군",35.687021,128.458656
"951","2019 경주한우와 농축수산물 한마당축제",2019,10,10,"경북","경주시",35.82896048,129.2173165
"952","제47회 신라문화제",2019,10,10,"경북","경주시",35.82896048,129.2173165
"953","서귀포 3분 관광영화제",2019,8,8,"제주","서귀포시",33.4621467,126.9364271
"954","2019 서귀포과학문화축전",2019,9,9,"제주","서귀포시",33.4621467,126.9364271
"955","2019청도반시축제",2019,10,10,"경북","청도군",35.6551372,128.7355476
"956","제13회 청도유등제",2019,5,4,"경북","청도군",35.6551372,128.7355476
"957","2019청도소싸움축제",2019,5,5,"경북","청도군",35.6551372,128.7355476
"958","제13회 영동포도축제",2017,8,8,"충북","영동군",36.1642048,127.7819752
"959","제50회 영동난계국악축제",2017,9,9,"충북","영동군",36.1642048,127.7819752
"960","제8회 대한민국와인축제",2017,9,9,"충북","영동군",36.1642048,127.7819752
"961","2017 영동곶감축제",2017,12,12,"충북","영동군",36.1642048,127.7819752
"962","부산시민의종 타종식",2020,12,1,"부산","중구",35.0990580895,129.033396916
"963","부산크리스마스트리축제",2020,11,1,"부산","중구",35.0990580895,129.033396916
"964","부산불꽃축제",2020,11,11,"부산","수영구",35.1543923,129.1188448
"965","부산국제록페스티벌",2020,7,7,"부산","사상구",35.177010022,128.9776397468
"966","부산바다축제",2020,8,8,"부산","수영구",35.1543923,129.1188448
"967","원도심활성화 축제",2020,5,5,"부산","중구",35.0990580895,129.033396916
"968","낙동강유채꽃 축제",2020,4,4,"부산","강서구",35.20984733,128.9845542
"969","고창갯벌축제",2019,6,6,"전북","고창군",35.4311962737,126.7383543955
"970","여수밤바다 불꽃축제",2019,9,9,"전남","여수시",34.593794482,127.8029860962
"971","거문도백도은빛바다체험행사",2019,8,8,"전남","여수시",34.593794482,127.8029860962
"972","2020 동아시아문화도시 개막행사",2020,5,5,"전남","순천시",34.9366208,127.5481890924
"973","2018 안양충훈벚꽃축제",2018,4,4,"경기","안양시",37.39013727,126.9613302
"974","2017 안양 시민축제",2017,9,9,"경기","안양시",37.39013727,126.9613302
"975","약령개장 357주년 2015「대구약령시 한방문화축제」",2015,4,4,"대구","중구",35.856117,128.616238
"976","정월대보름달맞이축제",2015,3,3,"대구","중구",35.856117,128.616238
"977","향촌동수제화골목 2014년「빨간구두 이야기」",2014,11,11,"대구","중구",35.856117,128.616238
"978","중구미술협회전",2014,11,11,"대구","중구",35.856117,128.616238
"979","봉산미술제",2014,10,10,"대구","중구",35.856117,128.616238
"980","천안춤영화제",2019,9,9,"충남","천안시",36.7886525548,127.2580712772
"981","천안북면위례벚꽃축제",2019,4,4,"충남","천안시",36.7886525548,127.2580712772
"982","제주들불축제",2019,3,3,"제주","제주시",33.4926799,126.9517219
"983","제주왕벚꽃축제",2019,3,3,"제주","제주시",33.4926799,126.9517219
"984","탐라국입춘굿놀이",2019,2,2,"제주","제주시",33.4926799,126.9517219
"985","심훈상록문화제",2018,10,10,"충남","당진시",36.819209,126.785502
"986","삽교호조개구이 축제",2018,9,9,"충남","당진시",36.819209,126.785502
"987","남이흥장군 문화제",2018,10,10,"충남","당진시",36.819209,126.785502
"988","산청황매산철쭉제",2020,4,5,"경남","산청군",35.48759166,127.968645
"989","천등산고구마축제",2019,9,9,"충북","충주시",37.0045126238,127.9973388621
"990","크리스마스트리 축제",2020,12,12,"인천","중구",37.4790517286,126.6272437933
"991","연안부두 축제",2020,10,10,"인천","중구",37.4790517286,126.6272437933
"992","인천상륙작전 문화공연",2020,9,9,"인천","중구",37.4790517286,126.6272437933
"993","한성백제문화제",2020,9,9,"서울","송파구",37.52034114,127.1155184
"994","석촌호수벚꽃축제",2020,4,4,"서울","송파구",37.52034114,127.1155184
"995","제27회 화도진축제",2016,5,5,"인천","동구",37.476747,126.632239
"996","영월동강겨울축제",2016,12,1,"강원","영월군",37.079689,128.60173
"997","2017 물의나라화천 쪽배축제",2017,7,8,"강원","화천군",38.112578,127.709826
"998","2017 얼음나라화천 산천어축제",2017,1,2,"강원","화천군",38.112578,127.709826
"999","제19회 사상전통달집놀이",2019,2,2,"부산","사상구",35.177010022,128.9776397468
"1000","제11회 삼락벚꽃축제",2018,4,4,"부산","사상구",35.177010022,128.9776397468
"1001","조선통신사 축제",2020,10,10,"부산","중구",35.0990580895,129.033396916
"1002","부산항축제",2020,5,5,"부산","동구",35.11774625,129.0491459
"1003","와룡문화제",2019,4,4,"경남","사천시",35.00361954,128.0642075
"1004","제48회 강진청자축제",2020,10,10,"전남","강진군",34.72004452,126.8171446
"1005","강동선사문화축제",2019,10,10,"서울","강동구",37.5598538143,127.1308315505
"1006","구로G페스티벌",2020,9,9,"서울","구로구",37.501473,126.872383
"1007","2019 안양여성축제",2019,5,5,"경기","안양시",37.39013727,126.9613302
"1008","2019 안양충훈벚꽃축제",2019,4,4,"경기","안양시",37.39013727,126.9613302
"1009","2018 안양 시민축제",2018,9,9,"경기","안양시",37.39013727,126.9613302
"1010","2018 광복기념음악회",2018,8,8,"경기","안양시",37.39013727,126.9613302
"1011","2018 안양여성축제",2018,5,5,"경기","안양시",37.39013727,126.9613302
"1012","산정호수윈터페스타",2019,12,2,"경기","포천시",38.06928901,127.32333768
"1013","달맞이축제",2019,2,2,"강원","양구군",38.291042,128.143313
"1014","제2회 비아마을 큰잔치",2017,10,10,"광주","광산구",35.222211,126.8443276
"1015","첨단1동 마을축제",2017,10,10,"광주","광산구",35.222211,126.8443276
"1016","광산우리밀축제",2017,5,5,"광주","광산구",35.222211,126.8443276
"1017","제5회 광산구 세계음식문화축제",2017,5,5,"광주","광산구",35.222211,126.8443276
"1018","동아시아 청소년 예술제",2020,8,8,"전남","순천시",34.9366208,127.5481890924
"1019","한중일 미래예술융합 페스티벌",2020,7,7,"전남","순천시",34.9366208,127.5481890924
"1020","한중일 전통 민속예술한마당",2020,6,6,"전남","순천시",34.9366208,127.5481890924
"1021","2019 여주오곡나루축제(취소)",2019,10,10,"경기","여주시",37.30014172,127.6545493
"1022","대학가요제 및 연합축제",2019,10,10,"충남","천안시",36.7886525548,127.2580712772
"1023","제18회 합천벚꽃마라톤대회",2019,4,4,"경남","합천군",35.5645227542,128.169412811
"1024","동강국제사진제",2018,6,7,"강원","영월군",37.079689,128.60173
"1025","제29회 화도진축제",2018,5,5,"인천","동구",37.476747,126.632239
"1026","제28회 화도진축제",2017,5,5,"인천","동구",37.476747,126.632239
"1027","간절곶해맞이",2019,12,1,"울산","울주군",35.359037106,129.360675338
"1028","울주세계산악영화제",2020,4,4,"울산","울주군",35.359037106,129.360675338
"1029","하남이성문화축제",2018,9,9,"경기","하남시",37.5465478303,127.2205032459
"1030","우시산국축제",2020,4,4,"울산","울주군",35.359037106,129.360675338
"1031","서귀포혁신도시 야간문화콘서트 <와랑와랑 in 서귀포>",2019,8,8,"제주","서귀포시",33.4621467,126.9364271
"1032","경산갓바위소원성취축제",2019,8,9,"경북","경산시",35.8178464488,128.8189949392
"1033","경산자인단오제",2019,6,6,"경북","경산시",35.8178464488,128.8189949392
"1034","영월동강뗏목축제",2018,8,8,"강원","영월군",37.079689,128.60173
"1035","김삿갓문화제",2018,10,10,"강원","영월군",37.079689,128.60173
"1036","제7회 목감천 친환경 축제",2019,5,5,"경기","광명시",37.4444649,126.8918147
"1037","구름산예술제",2018,8,9,"경기","광명시",37.4444649,126.8918147
"1038","양산삽량문화축전",2018,10,10,"경남","양산시",35.377627846,129.1434288
"1039","양산웅상회야제",2019,5,5,"경남","양산시",35.377627846,129.1434288
"1040","왜목해돋이축제",2017,12,1,"충남","당진시",36.819209,126.785502
"1041","기지시줄다리기 민속축제",2018,4,4,"충남","당진시",36.819209,126.785502
"1042","거제학동몽돌해변 불꽃축제",2019,10,10,"경남","거제시",34.8663092998,128.7246401188
"1043","거제맥주축제",2019,8,8,"경남","거제시",34.8663092998,128.7246401188
"1044","수성 건강 축제",2020,7,7,"대구","수성구",35.849688,128.695676
"1045","수성못 페스티벌",2020,9,9,"대구","수성구",35.849688,128.695676
"1046","고모령 가요제",2020,8,8,"대구","수성구",35.849688,128.695676
"1047","수성못 뮤지컬 프린지 페스티벌",2020,7,7,"대구","수성구",35.849688,128.695676
"1048","제13회 지리산산청곶감축제",2020,1,1,"경남","산청군",35.48759166,127.968645
"1049","2020년 한글문화예술제",2020,10,10,"울산","중구",35.5747570504,129.3474699268
"1050","2020 울산 마두희 축제",2020,6,6,"울산","중구",35.5747570504,129.3474699268
"1051","2019 백제어울마당",2019,5,11,"충남","공주시",36.36030634,127.2509274183
"1052","2019겨울공주군밤축제",2019,1,1,"충남","공주시",36.36030634,127.2509274183
"1053","생거진천 문화축제",2019,10,10,"충북","진천군",36.8290966236,127.4908239734
"1054","제27회 용문산 영목제",2019,10,10,"경기","양평군",37.5461701,127.58216136
"1055","장고항 실치축제",2018,4,4,"충남","당진시",36.819209,126.785502
"1056","순천만국가정원화훼장식 경진대회",2020,10,10,"전남","순천시",34.9366208,127.5481890924
"1057","의왕백운호수축제",2020,9,9,"경기","의왕시",37.383212918,127.000758782
"1058","의왕철도축제",2020,5,5,"경기","의왕시",37.383212918,127.000758782
"1059","의왕백운예술제",2019,9,9,"경기","의왕시",37.383212918,127.000758782
"1060","의왕철도축제",2019,5,5,"경기","의왕시",37.383212918,127.000758782
"1061","별빛달빛놀이터",2019,5,5,"경기","안산시",37.299644,126.8627
"1062","시래기축제",2019,10,10,"강원","양구군",38.291042,128.143313
"1063","봉산미술제",2011,10,10,"대구","중구",35.856117,128.616238
"1064","중구미술협회전",2011,10,10,"대구","중구",35.856117,128.616238
"1065","대구화교중화문화축제",2011,8,8,"대구","중구",35.856117,128.616238
"1066","동성로축제",2011,5,5,"대구","중구",35.856117,128.616238
"1067","제10회 무궁화축제",2018,10,10,"강원","홍천군",37.7173326221,128.173191527
"1068","제7회 홍천인삼송어축제",2019,1,1,"강원","홍천군",37.7173326221,128.173191527
"1069","제5회바회마을 화전민 축제",2018,7,7,"강원","홍천군",37.7173326221,128.173191527
"1070","제3회 홍천사과축제",2018,9,9,"강원","홍천군",37.7173326221,128.173191527
"1071","제4회 서석면 코스모스 축제",2018,9,9,"강원","홍천군",37.7173326221,128.173191527
"1072","사랑말 국화축제",2018,7,7,"강원","홍천군",37.7173326221,128.173191527
"1073","뮤직·수제맥주 페스티벌",2020,6,6,"대구","수성구",35.849688,128.695676
"1074","대구데이 페스티벌",2020,6,6,"대구","수성구",35.849688,128.695676
"1075","상화문학제",2020,5,5,"대구","수성구",35.849688,128.695676
"1076","광양전어축제",2020,6,6,"전남","광양시",34.97164706,127.7587907
"1077","백운산국사봉철쭉축제",2020,6,6,"전남","광양시",34.97164706,127.7587907
"1078","광양매화축제",2020,6,6,"전남","광양시",34.97164706,127.7587907
"1079","굿모닝 양림",2019,10,10,"광주","남구",35.1469145949,126.9199953604
"1080","2019고싸움놀이축제",2019,8,8,"광주","남구",35.1469145949,126.9199953604
"1081","제37회고싸움놀이축제",2019,3,3,"광주","남구",35.1469145949,126.9199953604
"1082","난설헌허초희 문화제",2020,4,4,"강원","강릉시",37.7918731744,128.9096452996
"1083","강릉망월제",2020,2,2,"강원","강릉시",37.7918731744,128.9096452996
"1084","평생학습도시 선언 20주년 컨퍼런스",2019,11,11,"경기","광명시",37.4444649,126.8918147
"1085","제21회 용전들노래 정기공연",2019,7,7,"광주","북구",35.23893658,126.8973084
"1086","용전들노래 가을걷이 한마당",2019,10,10,"광주","북구",35.23893658,126.8973084
"1087","중원한마당축제",2019,9,9,"경기","성남시",37.46123306,127.1707449
"1088","은행골한마음잔치",2019,5,5,"경기","성남시",37.46123306,127.1707449
"1089","옹진군 해넘이 및 제야의 밤",2019,12,1,"인천","옹진군",37.27012096,126.4931449
"1090","국사봉 해맞이행사",2019,12,1,"인천","옹진군",37.27012096,126.4931449
