"","축제명","year","start_mon","end_mon","CARD_SIDO_NM","CARD_CCG_NM","위도","경도"
"428","봉산도자기축제",2018,4,4,"대구","중구",35.856117,128.616238
"429","2018 대구약령시한방문화축제",2018,5,5,"대구","중구",35.856117,128.616238
"430","동성로축제",2018,5,5,"대구","중구",35.856117,128.616238
"431","봉산도예전",2011,4,4,"대구","중구",35.856117,128.616238
"432","「제34회 대구약령시 한방문화축제」",2011,5,5,"대구","중구",35.856117,128.616238
"433","동성로축제",2011,5,5,"대구","중구",35.856117,128.616238
"434","대구화교중화문화축제",2011,8,8,"대구","중구",35.856117,128.616238
"435","중구미술협회전",2011,10,10,"대구","중구",35.856117,128.616238
"436","봉산미술제",2011,10,10,"대구","중구",35.856117,128.616238
"437","정월대보름달맞이축제",2012,2,2,"대구","중구",35.856117,128.616238
"438","봉산도예전",2012,4,4,"대구","중구",35.856117,128.616238
"439","「제35회 대구약령시 한방문화축제」",2012,5,5,"대구","중구",35.856117,128.616238
"440","동성로축제",2012,5,5,"대구","중구",35.856117,128.616238
"441","봉산미술제",2012,10,10,"대구","중구",35.856117,128.616238
"442","대구화교중화문화축제",2012,10,10,"대구","중구",35.856117,128.616238
"443","중구미술협회전",2012,12,12,"대구","중구",35.856117,128.616238
"444","정월대보름달맞이축제",2013,2,2,"대구","중구",35.856117,128.616238
"445","봉산도예전",2013,4,4,"대구","중구",35.856117,128.616238
"446","「제36회 대구약령시 한방문화축제」",2013,5,5,"대구","중구",35.856117,128.616238
"447","동성로축제",2013,5,5,"대구","중구",35.856117,128.616238
"448","봉산미술제",2013,10,10,"대구","중구",35.856117,128.616238
"449","중구미술협회전",2013,10,10,"대구","중구",35.856117,128.616238
"450","대구화교중화문화축제",2013,10,10,"대구","중구",35.856117,128.616238
"451","정월대보름달맞이축제",2014,2,2,"대구","중구",35.856117,128.616238
"452","봉산도예전",2014,4,4,"대구","중구",35.856117,128.616238
"453","「제37회 대구약령시 한방문화축제」",2014,10,10,"대구","중구",35.856117,128.616238
"454","동성로축제",2014,10,10,"대구","중구",35.856117,128.616238
"455","대구화교중화문화축제",2014,10,10,"대구","중구",35.856117,128.616238
"456","봉산미술제",2014,10,10,"대구","중구",35.856117,128.616238
"457","중구미술협회전",2014,11,11,"대구","중구",35.856117,128.616238
"458","향촌동수제화골목 2014년「빨간구두 이야기」",2014,11,11,"대구","중구",35.856117,128.616238
"459","단감축제",2017,11,11,"전남","장성군",35.440252,126.883232
"460","장성가을 노란꽃잔치",2017,10,10,"전남","장성군",35.440252,126.883232
"461","토지문학제",2020,1,12,"경남","하동군",35.1110154687,127.8741644649
"462","2019해우리문화축제",2019,9,9,"서울","양천구",39.516601,128.863871
"463","제25회 지리산 바래봉 철쭉제",2019,5,5,"전북","남원시",35.3769935,127.581604
"464","제89회 춘향제",2019,5,5,"전북","남원시",35.3769935,127.581604
"465","제31회 지리산 뱀사골 고로쇠 약수제",2019,3,3,"전북","남원시",35.3769935,127.581604
"466","한라산청정 고사리축제",2019,4,4,"제주","서귀포시",33.4621467,126.9364271
"467","제주유채꽃축제",2019,4,4,"제주","서귀포시",33.4621467,126.9364271
"468","가파도청보리축제",2019,3,5,"제주","서귀포시",33.4621467,126.9364271
"469","2018 제8회 광나루 어울마당",2018,9,9,"서울","광진구",37.544936,127.110741
"470","2018 제2회 광진교 페스티벌",2018,8,8,"서울","광진구",37.544936,127.110741
"471","2019 제8회 서울동화축제",2019,5,5,"서울","광진구",37.544936,127.110741
"472","제99주년 3·1만세의 날 거리축제",2018,3,3,"서울","종로구",37.583488,127.004425
"473","단기4351년 개천절 대제전",2018,10,10,"서울","종로구",37.583488,127.004425
"474","단기4351년 어천절 대제전",2018,3,3,"서울","종로구",37.583488,127.004425
"475","D.FESTA 대학로 거리공연축제",2018,5,5,"서울","종로구",37.583488,127.004425
"476","금난새와 함께하는 종로 음악회",2018,8,8,"서울","종로구",37.583488,127.004425
"477","밀양아리랑대축제",2017,5,5,"경남","밀양시",35.4915418,128.7551172
"478","고창복분자와수박축제",2019,6,6,"전북","고창군",35.4311962737,126.7383543955
"479","동학농민혁명 무장기포기념제",2019,4,4,"전북","고창군",35.4311962737,126.7383543955
"480","고창청보리밭축제",2019,4,5,"전북","고창군",35.4311962737,126.7383543955
"481","정월대보름달맞이축제",2011,2,2,"대구","중구",35.856117,128.616238
"482","봉산미술제",2013,10,10,"대구","중구",35.856117,128.616238
"483","제8회의성세계연축제",2019,5,5,"경북","의성군",36.35137471,128.6768191
"484","마임교실 운영지원",2019,5,9,"강원","춘천시",37.8564737,127.7467644
"485","전국합창경연대회",2019,8,8,"강원","춘천시",37.8564737,127.7467644
"486","전국관악경연대회",2019,8,8,"강원","춘천시",37.8564737,127.7467644
"487","춘천인음악회",2019,6,6,"강원","춘천시",37.8564737,127.7467644
"488","제15회 차성문화제",2019,10,10,"부산","기장군",35.2448828028,129.2183134038
"489","2018 종로한복축제",2018,10,10,"서울","종로구",37.583488,127.004425
"490","북천코스모스메밀꽃축제",2020,1,12,"경남","하동군",35.1110154687,127.8741644649
"491","세종마을 세종주간 축제",2018,10,10,"서울","종로구",37.583488,127.004425
"492","세종탄신 620돌 축하연",2018,5,5,"서울","종로구",37.583488,127.004425
"493","2019 오륙도 평화축제",2019,10,10,"부산","남구",35.1262607055,129.1003506628
"494","금호강 정월대보름 축제",2019,2,2,"대구","북구",35.9066389621,128.6005354637
"495","해맞이 행사",2019,1,1,"대구","북구",35.9066389621,128.6005354637
"496","정선아리랑제",2017,9,10,"강원","정선군",37.14853562,128.898962
"497","민둥산억새꽃축제",2017,9,10,"강원","정선군",37.14853562,128.898962
"498","2019 공주 석장리 구석기축제",2019,5,5,"충남","공주시",36.36030634,127.2509274183
"499","2019 웅진성수문병 근무교대식",2019,5,11,"충남","공주시",36.36030634,127.2509274183
"500","제58회 천령문화제",2019,10,10,"경남","함양군",35.52424257,127.7206714
"501","보목자리돔축제",2019,5,6,"제주","서귀포시",33.4621467,126.9364271
"502","2019합천 바캉스축제",2019,7,7,"경남","합천군",35.5645227542,128.169412811
"503","고스트파크",2019,7,8,"경남","합천군",35.5645227542,128.169412811
"504","제23회 황매산철쭉제",2019,4,5,"경남","합천군",35.5645227542,128.169412811
"505","제35회 대야문화제",2019,9,9,"경남","합천군",35.5645227542,128.169412811
"506","홍길동축제",2017,4,4,"전남","장성군",35.440252,126.883232
"507","백양단풍축제",2017,10,10,"전남","장성군",35.440252,126.883232
"508","고로쇠축제",2017,3,3,"전남","장성군",35.440252,126.883232
"509","산소축제",2017,9,9,"전남","장성군",35.440252,126.883232
"510","횡성더덕축제",2020,9,9,"강원","횡성군",37.5119262021,128.2190272252
"511","둔내고랭지토마토축제",2020,8,8,"강원","횡성군",37.5119262021,128.2190272252
"512","제50회 아림예술제",2020,9,9,"경남","거창군",35.6920941326,127.9290613738
"513","거창한마당대축제",2020,9,9,"경남","거창군",35.6920941326,127.9290613738
"514","청주문화재야행",2020,8,8,"충북","청주시",36.721607,127.601269
"515","청주읍성큰잔치",2020,9,9,"충북","청주시",36.721607,127.601269
"516","봉산도예전",2012,4,4,"대구","중구",35.856117,128.616238
"517","정월대보름달맞이축제",2012,2,2,"대구","중구",35.856117,128.616238
"518","제16회 방선문축제",2019,5,5,"제주","제주시",33.4926799,126.9517219
"519","제18회삼양검은모래축제",2019,7,7,"제주","제주시",33.4926799,126.9517219
"520","추자도 참굴비 대축제",2019,9,9,"제주","제주시",33.4926799,126.9517219
"521","2019 jeju 이호테우축제",2019,8,8,"제주","제주시",33.4926799,126.9517219
"522","양양문화제",2019,6,6,"강원","양양군",38.073761,128.625101
"523","양양연어축제",2019,10,10,"강원","양양군",38.073761,128.625101
"524","양양송이축제",2019,9,9,"강원","양양군",38.073761,128.625101
"525","제21회 진잠주민화합한마당",2019,10,10,"대전","유성구",36.3985684,127.4053327
"526","제14회 구즉한마당축제",2019,10,10,"대전","유성구",36.3985684,127.4053327
"527","제9회 관평골축제",2019,10,10,"대전","유성구",36.3985684,127.4053327
"528","제4회 온천1·2동한마당축제",2019,10,10,"대전","유성구",36.3985684,127.4053327
"529","제6회 스마일원신흥축제",2019,9,9,"대전","유성구",36.3985684,127.4053327
"530","2019 노은한마음축제",2019,9,9,"대전","유성구",36.3985684,127.4053327
"531","겨울왕국 제천페스티벌",2019,12,1,"충북","제천시",37.148685,128.216854
"532","제천의병제",2019,10,10,"충북","제천시",37.148685,128.216854
"533","제천국제음악영화제",2019,8,8,"충북","제천시",37.148685,128.216854
"534","청풍호벚꽃축제",2019,4,4,"충북","제천시",37.148685,128.216854
"535","봉산도예전",2014,4,4,"대구","중구",35.856117,128.616238
"536","정월대보름달맞이축제",2014,2,2,"대구","중구",35.856117,128.616238
"537","대구화교중화문화축제",2013,10,10,"대구","중구",35.856117,128.616238
"538","중구미술협회전",2013,10,10,"대구","중구",35.856117,128.616238
"539","도솔산지구전투 전승행사",2019,6,6,"강원","양구군",38.291042,128.143313
"540","곰취축제",2019,5,5,"강원","양구군",38.291042,128.143313
"541","동성로축제",2012,5,5,"대구","중구",35.856117,128.616238
"542","「제35회 대구약령시 한방문화축제」",2012,5,5,"대구","중구",35.856117,128.616238
"543","인제빙어축제",2019,1,2,"강원","인제군",37.9640042,128.4051257
"544","진동계곡산나물축제",2019,5,5,"강원","인제군",37.9640042,128.4051257
"545","황태축제",2019,6,6,"강원","인제군",37.9640042,128.4051257
"546","단종문화제",2018,4,4,"강원","영월군",37.079689,128.60173
"547","계룡산산신제",2017,4,4,"충남","공주시",36.36030634,127.2509274183
"548","공주 석장리 구석기축제",2017,5,5,"충남","공주시",36.36030634,127.2509274183
"549","송호해변여름축제",2019,7,7,"전남","해남군",34.4036574,126.6280888
"550","땅끝수국축제",2019,6,7,"전남","해남군",34.4036574,126.6280888
"551","연호보리축제",2019,4,5,"전남","해남군",34.4036574,126.6280888
"552","흑석산 철쭉제",2019,4,4,"전남","해남군",34.4036574,126.6280888
"553","달마고도 걷기축제",2019,3,3,"전남","해남군",34.4036574,126.6280888
"554","땅끝매화축제",2019,3,3,"전남","해남군",34.4036574,126.6280888
"555","설문대할망 페스티벌 2019",2019,5,5,"제주","제주시",33.4926799,126.9517219
"556","한라산청정고사리축제",2019,4,4,"제주","서귀포시",33.4621467,126.9364271
"557","2019 제주 봄여행주간",2019,4,5,"제주","제주시",33.4926799,126.9517219
"558","자라섬 국제재즈페스티벌",2019,10,10,"경기","가평군",37.8209476,127.5208644
"559","문광은행나무마을축제",2018,10,10,"충북","괴산군",36.7668743766,128.0002914548
"560","감물감자축제",2019,6,6,"충북","괴산군",36.7668743766,128.0002914548
"561","괴산올갱이축제",2018,8,8,"충북","괴산군",36.7668743766,128.0002914548
"562","수성빛예술제",2020,12,1,"대구","수성구",35.849688,128.695676
"563","횡성한우축제",2020,10,10,"강원","횡성군",37.5119262021,128.2190272252
"564","안흥찐빵축제",2020,10,10,"강원","횡성군",37.5119262021,128.2190272252
"565","용마폭포 문화예술축제",2020,10,10,"서울","중랑구",37.573335,127.089125
"566","서울장미축제",2020,5,5,"서울","중랑구",37.573335,127.089125
"567","제16회 구리한강 유채꽃 축제",2016,5,5,"경기","구리시",38.342841,128.081044
"568","제15회 구리 코스모스 축제",2015,10,10,"경기","구리시",38.342841,128.081044
"569","제15회 구리한강 유채꽃 축제",2015,5,5,"경기","구리시",38.342841,128.081044
"570","홍성남당항 새조개축제",2019,2,2,"충남","홍성군",36.6017196006,126.6613896244
"571","광천토굴새우젓광천김축제",2018,10,10,"충남","홍성군",36.6017196006,126.6613896244
"572","천안호두축제",2019,10,10,"충남","천안시",36.7886525548,127.2580712772
"573","천안성환배축제",2019,10,10,"충남","천안시",36.7886525548,127.2580712772
"574","입장거봉포도축제",2019,9,9,"충남","천안시",36.7886525548,127.2580712772
"575","서리풀페스티벌",2018,9,9,"서울","서초구",37.483601,127.032662
"576","부여서동연꽃축제",2018,7,7,"충남","부여군",36.27145891,126.9136908
"577","백제문화제",2018,9,9,"충남","부여군",36.27145891,126.9136908
"578","거제 옥포대첩 축제",2019,6,6,"경남","거제시",34.8663092998,128.7246401188
"579","거제맹종대나무축제",2019,4,4,"경남","거제시",34.8663092998,128.7246401188
"580","제11회 연수 능허대 문화축제",2020,10,10,"인천","연수구",37.41807754,126.6824114
"581","제2회 인천 송도크루즈 불꽃축제",2020,8,8,"인천","연수구",37.41807754,126.6824114
"582","안동국제탈춤축제",2020,9,10,"경북","안동시",36.5662343,128.7342615
"583","안동민속축제",2020,9,10,"경북","안동시",36.5662343,128.7342615
"584","제13회 봄사랑 가족축제",2020,5,5,"경기","화성시",37.1666676365,127.1012733737
"585","제21회 화성 효 마라톤 대회",2020,5,5,"경기","화성시",37.1666676365,127.1012733737
"586","제11회 푸른 화성 지키기 환경자전거 대행진",2020,4,4,"경기","화성시",37.1666676365,127.1012733737
"587","동해무릉제",2020,10,10,"강원","동해시",37.5230127,129.1143227
"588","제12회 경남어르신 농악경연대회",2020,2,2,"경남","거창군",35.6920941326,127.9290613738
"589","양록제",2019,10,10,"강원","양구군",38.291042,128.143313
"590","DMZ마라톤대회",2019,8,8,"강원","양구군",38.291042,128.143313
"591","배꼽축제",2019,8,8,"강원","양구군",38.291042,128.143313
"592","「제34회 대구약령시 한방문화축제」",2011,5,5,"대구","중구",35.856117,128.616238
"593","2018 공주 석장리 세계구석기축제",2018,5,5,"충남","공주시",36.36030634,127.2509274183
"594","영덕물가자미축제",2018,5,5,"경북","영덕군",36.509106,129.446771
"595","영덕황금은어축제",2018,7,7,"경북","영덕군",36.509106,129.446771
"596","영덕대게축제",2018,3,3,"경북","영덕군",36.509106,129.446771
"597","해맞이축제",2018,12,1,"경북","영덕군",36.509106,129.446771
"598","고흥 우주항공 축제",2019,5,5,"전남","고흥군",34.453579425,127.5181512695
"599","제 9회 수월봉 트레일",2019,4,4,"제주","제주시",33.4926799,126.9517219
"600","제23회 전라병영성 축제",2020,4,5,"전남","강진군",34.72004452,126.8171446
"601","문화재야행",2020,7,7,"전남","순천시",34.9366208,127.5481890924
"602","2020 순천시민 소망기원 정월대보름행사",2020,2,2,"전남","순천시",34.9366208,127.5481890924
"603","제32회 율곡문화제",2019,10,10,"경기","파주시",37.8649742284,126.8696173152
"604","파주북소리2019",2019,11,11,"경기","파주시",37.8649742284,126.8696173152
"605","2019 무한청춘 페스티벌",2019,9,9,"강원","춘천시",37.8564737,127.7467644
"606","문화의거리 문화한마당",2019,8,9,"강원","춘천시",37.8564737,127.7467644
"607","제3회 제주오라 청보리 & 유채꽃 축제",2019,4,5,"제주","제주시",33.4926799,126.9517219
"608","삼다공원 야간콘서트·야몬딱털장",2019,4,8,"제주","제주시",33.4926799,126.9517219
"609","탐라문화콘서트 - 놀젠놀장",2019,4,5,"제주","제주시",33.4926799,126.9517219
"610","제11회 우도소라축제",2019,4,4,"제주","제주시",33.4926799,126.9517219
"611","제37회 제주유채꽃축제",2019,4,4,"제주","서귀포시",33.4621467,126.9364271
"612","가파도청보리축제",2019,3,5,"제주","서귀포시",33.4621467,126.9364271
"613","서귀포 유채꽃 국제걷기대회",2019,3,3,"제주","서귀포시",33.4621467,126.9364271
"614","광복로연등문화제",2020,4,5,"부산","중구",35.0990580895,129.033396916
"615","조선통신사 축제",2020,10,10,"부산","중구",35.0990580895,129.033396916
"616","의정부시평생학습박람회",2020,5,5,"경기","의정부시",37.7069947266,127.053346
"617","2020 푸른별 콘서트",2020,12,12,"경기","의정부시",37.7069947266,127.053346
"618","대구화교중화문화축제",2014,10,10,"대구","중구",35.856117,128.616238
"619","동성로축제",2014,10,10,"대구","중구",35.856117,128.616238
"620","제16회 추억의 충장축제",2019,10,10,"광주","동구",35.1458272,126.9233266
"621","장미꽃 필(feel)무렵",2020,5,5,"대구","달서구",35.8507464815,128.5616533709
"622","달서가족축제",2020,5,5,"대구","달서구",35.8507464815,128.5616533709
"623","목포 유달산 봄 축제",2020,4,4,"전남","목포시",34.7942414236,126.3713543658
"624","2014 안양시민축제",2014,9,9,"경기","안양시",37.39013727,126.9613302
"625","2016 제5회 안양공공예술프로젝트",2016,10,12,"경기","안양시",37.39013727,126.9613302
"626","2016 안양 아줌마축제",2016,5,5,"경기","안양시",37.39013727,126.9613302
"627","제64회 백제문화제",2018,9,9,"충남","공주시",36.36030634,127.2509274183
"628","2018 마곡사토요무대",2018,7,8,"충남","공주시",36.36030634,127.2509274183
"629","2018 계룡산벚꽃축제",2018,4,4,"충남","공주시",36.36030634,127.2509274183
"630","제15회 마곡사신록축제",2018,5,5,"충남","공주시",36.36030634,127.2509274183
"631","2018 계룡산산신제",2018,4,5,"충남","공주시",36.36030634,127.2509274183
"632","고려산진달래축제",2019,4,4,"인천","강화군",37.7737095237,126.4353364918
"633","추억의충장축제",2019,10,10,"광주","동구",35.1458272,126.9233266
"634","굿모닝 양림",2019,10,10,"광주","남구",35.1469145949,126.9199953604
"635","완주 프러포즈축제",2020,5,5,"전북","완주군",35.97398096,127.2315514
"636","완주와일드푸드축제",2020,10,10,"전북","완주군",35.97398096,127.2315514
"637","2020 대한민국정원산업박람회",2020,10,10,"전남","순천시",34.9366208,127.5481890924
"638","2020 동아시아문화도시 폐막행사",2020,11,11,"전남","순천시",34.9366208,127.5481890924
"639","한중일 평화포럼 + 한중일 팝뮤직 페스티벌",2020,10,10,"전남","순천시",34.9366208,127.5481890924
"640","청남대 재즈토닉 페스티벌",2020,5,5,"충북","청주시",36.721607,127.601269
"641","제14회 세종대왕과 초정약수축제",2020,5,5,"충북","청주시",36.721607,127.601269
"642","소래포구축제",2019,9,9,"인천","남동구",37.3834912311,126.708355947
"643","청송사과축제",2020,10,11,"경북","청송군",36.432499,129.054312
"644","인천 원도사제",2020,10,10,"인천","미추홀구",37.458746,126.679586
"645","불갑산상사화축제",2020,9,9,"전남","영광군",35.1996745294,126.5500458727
"646","아트제주2019",2019,11,12,"제주","제주시",33.4926799,126.9517219
"647","산지천 축제",2019,9,9,"제주","제주시",33.4926799,126.9517219
"648","누웨마루 페스티벌",2019,9,10,"제주","제주시",33.4926799,126.9517219
"649","제28회 함안낙화놀이",2019,5,5,"경남","함안군",35.3088380348,128.5185567069
"650","무술년 삼칠민속줄다리기",2019,3,3,"경남","함안군",35.3088380348,128.5185567069
"651","제32회 함안아라문화제",2019,4,4,"경남","함안군",35.3088380348,128.5185567069
"652","청원생명축제",2018,10,10,"충북","청주시",36.721607,127.601269
"653","세종대왕과 초정약수 축제",2018,5,5,"충북","청주시",36.721607,127.601269
"654","제26회 연천구석기축제",2018,5,5,"경기","연천군",38.0141103,127.0572224
"655","제14회 기산국악제전",2020,9,9,"경남","산청군",35.48759166,127.968645
"656","제44회 남명선비문화축제",2020,10,10,"경남","산청군",35.48759166,127.968645
"657","제47회 지리산평화제",2020,10,10,"경남","산청군",35.48759166,127.968645
"658","남사예담촌 전통문화제",2020,5,5,"경남","산청군",35.48759166,127.968645
"659","군산시간여행축제",2020,10,10,"전북","군산시",35.9877262668,126.7117249814
"660","속리산 신화여행축제",2020,7,8,"충북","보은군",36.53271475,127.8247988
"661","동래읍성역사축제",2020,10,10,"부산","동래구",35.2119523421,129.0905440278
"662","부산고등어축제",2019,10,10,"부산","서구",35.07682117,129.0180502
"663","현인가요제",2019,8,8,"부산","서구",35.07682117,129.0180502
"664","광양숯불구이축제",2020,6,6,"전남","광양시",34.97164706,127.7587907
"665","울산옹기축제",2020,5,5,"울산","울주군",35.359037106,129.360675338
"666","청룡문화제",2020,10,10,"서울","동대문구",37.56201359,127.0641794
"667","세계거리춤축제",2020,9,9,"서울","동대문구",37.56201359,127.0641794
"668","서울약령시 한방문화축제",2020,5,5,"서울","동대문구",37.56201359,127.0641794
"669","풍암골 신암마을 당산제",2020,2,2,"광주","서구",35.15202894,126.890113
"670","2020 직지코리아 페스티벌",2020,9,9,"충북","청주시",36.721607,127.601269
"671","법성포단오제",2020,6,6,"전남","영광군",35.1996745294,126.5500458727
"672","강원아트페어춘천전",2019,6,6,"강원","춘천시",37.8564737,127.7467644
"673","춘천국제고음악제",2019,9,9,"강원","춘천시",37.8564737,127.7467644
"674","중문칠선녀축제",2019,10,10,"제주","서귀포시",33.4621467,126.9364271
"675","덕수리 전통민속축제",2019,10,10,"제주","서귀포시",33.4621467,126.9364271
"676","서귀포칠십리축제",2019,9,9,"제주","서귀포시",33.4621467,126.9364271
"677","은평누리축제",2019,10,10,"서울","은평구",37.5986174183,126.915845525
"678","2019 군포철쭉축제",2019,4,4,"경기","군포시",37.3548052,126.9225521
"679","제22회 찰옥수수축제",2018,7,7,"강원","홍천군",37.7173326221,128.173191527
"680","제2회 별빛음악맥주축제",2018,8,8,"강원","홍천군",37.7173326221,128.173191527
"681","인삼한우명품축제",2018,10,10,"강원","홍천군",37.7173326221,128.173191527
"682","진주남강유등축제",2019,10,10,"경남","진주시",35.1720596687,129.1284342903
"683","장수 한우랑 사과랑 축제",2020,10,11,"전북","장수군",35.6411154,127.5181094
"684","어린이 축제",2020,5,5,"인천","중구",37.4790517286,126.6272437933
"685","자유공원 벚꽃축제",2020,4,4,"인천","중구",37.4790517286,126.6272437933
"686","제물포 문화선교축제",2020,4,4,"인천","중구",37.4790517286,126.6272437933
"687","목도백중놀이",2018,10,10,"충북","괴산군",36.7668743766,128.0002914548
"688","연풍조령제 및 자전거문화축제",2018,10,10,"충북","괴산군",36.7668743766,128.0002914548
"689","백마권역겨울놀이축제",2019,1,1,"충북","괴산군",36.7668743766,128.0002914548
"690","만드리 풍년제",2020,7,7,"광주","서구",35.15202894,126.890113
"691","전국 애송시 낭송대회",2020,5,5,"광주","서구",35.15202894,126.890113
"692","서구민한가족대축제",2020,5,5,"광주","서구",35.15202894,126.890113
"693","지곡왕산포서산갯마을축제",2016,6,6,"충남","서산시",36.71355717,126.5503842
"694","류방택 별 축제",2016,5,5,"충남","서산시",36.71355717,126.5503842
"695","제19회 도두오래물축제",2019,8,9,"제주","제주시",33.4926799,126.9517219
"696","세계청년축제",2019,7,7,"광주","동구",35.1458272,126.9233266
"697","제7회 월대천 축제",2019,7,7,"제주","제주시",33.4926799,126.9517219
"698","2019 탐라문화광장 하하페스티벌",2019,6,7,"제주","제주시",33.4926799,126.9517219
"699","정의공주와 함께 하는 도봉 한글잔치",2015,10,10,"서울","도봉구",37.6707774,127.0483768
"700","정월대보름 큰잔치",2015,3,3,"서울","도봉구",37.6707774,127.0483768
"701","도봉서원 춘·추향제",2015,4,10,"서울","도봉구",37.6707774,127.0483768
"702","도봉산 산사축제",2015,10,10,"서울","도봉구",37.6707774,127.0483768
"703","도봉구민 건강축제",2015,10,10,"서울","도봉구",37.6707774,127.0483768
"704","도봉 과학축전",2015,10,10,"서울","도봉구",37.6707774,127.0483768
"705","도봉구 등축제",2015,9,9,"서울","도봉구",37.6707774,127.0483768
"706","정의공주와 함께 하는 도봉 한글잔치",2015,10,10,"서울","도봉구",37.6707774,127.0483768
"707","정월대보름 큰잔치",2015,3,3,"서울","도봉구",37.6707774,127.0483768
"708","도봉서원 춘·추향제",2015,4,10,"서울","도봉구",37.6707774,127.0483768
"709","도봉산 산사축제",2015,10,10,"서울","도봉구",37.6707774,127.0483768
"710","도봉구민 건강축제",2015,10,10,"서울","도봉구",37.6707774,127.0483768
"711","도봉 과학축전",2015,10,10,"서울","도봉구",37.6707774,127.0483768
"712","도봉구 등축제",2015,9,9,"서울","도봉구",37.6707774,127.0483768
"713","장보고수산물축제",2019,5,5,"전남","완도군",34.1797107442,126.8577890642
"714","영암호해맞이축제",2019,1,1,"전남","영암군",34.7919635,126.6850264
"715","기찬월출산국화축제",2019,10,11,"전남","영암군",34.7919635,126.6850264
"716","영암왕인문화축제",2019,4,4,"전남","영암군",34.7919635,126.6850264
"717","예래생태체험축제",2019,7,7,"제주","서귀포시",33.4621467,126.9364271
"718","한여름밤 솜반천 청소년영상문화축제",2019,7,7,"제주","서귀포시",33.4621467,126.9364271
"719","서창만드리풍년제",2019,7,7,"광주","서구",35.15202894,126.890113
"720","고싸움놀이축제(2차)",2019,8,8,"광주","남구",35.1469145949,126.9199953604
"721","당항포대첩축제",2019,4,4,"경남","고성군",35.0532261508,128.3920276219
"722","태강릉 문화제",2019,4,4,"서울","노원구",37.624881,127.093038
"723","노원등축제",2019,4,5,"서울","노원구",37.624881,127.093038
"724","노원탈축제",2019,10,10,"서울","노원구",37.624881,127.093038
"725","춘장대해수욕장 여름문화예술축제",2020,7,8,"충남","서천군",36.07994424,126.7987047
"726","춘장대해수욕장 여름문화예술축제",2020,7,8,"충남","서천군",36.0799445,126.7987047
"727","제51회 서덕출 봄편지 노래비 글쓰기 및 그리기대회",2020,5,5,"울산","중구",35.5747570504,129.3474699268
"728","2020년 울산병영3.1만세운동 제21회 재현행사",2020,4,4,"울산","중구",35.5747570504,129.3474699268
"729","2020 문화의거리 현대미술제",2020,4,5,"울산","중구",35.5747570504,129.3474699268
"730","동성로축제",2013,5,5,"대구","중구",35.856117,128.616238
"731","「제36회 대구약령시 한방문화축제」",2013,5,5,"대구","중구",35.856117,128.616238
"732","봉산도예전",2013,4,4,"대구","중구",35.856117,128.616238
"733","정월대보름달맞이축제",2013,2,2,"대구","중구",35.856117,128.616238
"734","중구미술협회전",2012,12,12,"대구","중구",35.856117,128.616238
"735","대구화교중화문화축제",2012,10,10,"대구","중구",35.856117,128.616238
"736","천안흥타령춤축제",2019,9,9,"충남","천안시",36.7886525548,127.2580712772
"737","들노래축제",2019,6,6,"충북","증평군",36.7638867047,127.5955697477
"738","청천환경문화축제",2018,8,8,"충북","괴산군",36.7668743766,128.0002914548
"739","괴산고추축제",2019,8,9,"충북","괴산군",36.7668743766,128.0002914548
"740","정월대보름달맞이축제",2016,2,2,"대구","중구",35.856117,128.616238
"741","봉산미술제",2015,10,10,"대구","중구",35.856117,128.616238
"742","대구화교중화문화축제",2015,10,10,"대구","중구",35.856117,128.616238
"743","향촌동수제화골목 2015년「빨간구두 이야기」",2015,5,5,"대구","중구",35.856117,128.616238
"744","봉산도예전",2015,5,5,"대구","중구",35.856117,128.616238
"745","동성로축제",2015,5,5,"대구","중구",35.856117,128.616238
"746","지리산 뱀사골 단풍제",2019,10,10,"전북","남원시",35.3769935,127.581604
"747","흥부제",2019,10,10,"전북","남원시",35.3769935,127.581604
"748","제24회 봉화산 철쭉제",2019,5,5,"전북","남원시",35.3769935,127.581604
"749","봉산도예전",2011,4,4,"대구","중구",35.856117,128.616238
"750","함창명주페스티벌",2018,9,9,"경북","상주시",36.576525,128.160039
"751","하동북천꽃양귀비축제",2020,1,12,"경남","하동군",35.1110154687,127.8741644649
"752","상주 이야기축제",2018,10,10,"경북","상주시",36.576525,128.160039
"753","제3회 노은3동한마음축제",2019,9,9,"대전","유성구",36.3985684,127.4053327
"754","제17회 한여름밤의 축제",2019,8,8,"대전","유성구",36.3985684,127.4053327
"755","제13회 신성한마음축제",2019,8,8,"대전","유성구",36.3985684,127.4053327
"756","효문화뿌리축제",2019,9,9,"대전","중구",36.2859869,127.3836984
"757","포은문화제",2020,10,10,"경기","용인시",37.24086706,127.1779688
"758","할미성 대동제",2020,10,10,"경기","용인시",37.24086706,127.1779688
"759","2019 보정역생활문화센터 <청춘파티  - 특별프로그램>",2019,12,12,"경기","용인시",37.24086706,127.1779688
"760","청산도슬로우걷기축제",2019,4,5,"전남","완도군",34.1797107442,126.8577890642
"761","제8회 세계인형음악극축제",2019,8,8,"경북","칠곡군",35.9919995726,128.417300347
"762","제7회 낙동강세계평화문화 대축전",2019,10,10,"경북","칠곡군",35.9919995726,128.417300347
"763","제6회 낙동강세계평화 문화대축전",2018,10,10,"경북","칠곡군",35.9919995726,128.417300347
