"기준_년_코드","기준_분기_코드","시군구_코드","시군구_코드_명","상권_변화_지표","상권_변화_지표_명","운영_영업_개월_평균","폐업_영업_개월_평균","서울_운영_영업_개월_평균","서울_폐업_영업_개월_평균"
"2014","3","11650","서초구","HL","상권축소","96","44","93","45"
"2014","3","11620","관악구","LL","다이나믹","92","45","93","45"
"2014","3","11590","동작구","HH","정체","95","47","93","45"
"2014","3","11560","영등포구","HL","상권축소","97","45","93","45"
"2014","3","11545","금천구","LL","다이나믹","85","44","93","45"
"2014","3","11530","구로구","LL","다이나믹","87","45","93","45"
"2014","3","11500","강서구","LL","다이나믹","84","43","93","45"
"2014","3","11470","양천구","LL","다이나믹","87","43","93","45"
"2014","3","11440","마포구","LL","다이나믹","82","44","93","45"
"2014","3","11410","서대문구","HH","정체","101","48","93","45"
"2014","3","11380","은평구","LH","상권확장","90","46","93","45"
"2014","3","11350","노원구","LL","다이나믹","86","43","93","45"
"2014","3","11320","도봉구","LL","다이나믹","88","43","93","45"
"2014","3","11305","강북구","LL","다이나믹","91","44","93","45"
"2014","3","11290","성북구","HH","정체","97","47","93","45"
"2014","3","11260","중랑구","LL","다이나믹","91","43","93","45"
"2014","3","11230","동대문구","HH","정체","101","46","93","45"
"2014","3","11215","광진구","LL","다이나믹","90","45","93","45"
"2014","3","11200","성동구","HH","정체","94","47","93","45"
"2014","3","11170","용산구","HH","정체","103","48","93","45"
"2014","3","11140","중구","HH","정체","116","50","93","45"
"2014","3","11110","종로구","HH","정체","111","52","93","45"
"2014","2","11740","강동구","LL","다이나믹","87","42","92","45"
"2014","2","11710","송파구","LL","다이나믹","86","43","92","45"
"2014","2","11680","강남구","LL","다이나믹","83","42","92","45"
"2014","2","11650","서초구","HL","상권축소","95","44","92","45"
"2014","2","11620","관악구","LL","다이나믹","91","45","92","45"
"2014","2","11590","동작구","HH","정체","94","47","92","45"
"2014","2","11560","영등포구","HL","상권축소","96","44","92","45"
"2014","2","11545","금천구","LL","다이나믹","85","44","92","45"
"2014","2","11530","구로구","LL","다이나믹","87","44","92","45"
"2014","2","11500","강서구","LL","다이나믹","84","43","92","45"
"2014","2","11470","양천구","LL","다이나믹","86","42","92","45"
"2014","2","11440","마포구","LL","다이나믹","82","44","92","45"
"2014","2","11410","서대문구","HH","정체","100","48","92","45"
"2014","2","11380","은평구","LH","상권확장","89","45","92","45"
"2014","2","11350","노원구","LL","다이나믹","85","43","92","45"
"2014","2","11320","도봉구","LL","다이나믹","86","43","92","45"
"2014","2","11305","강북구","LL","다이나믹","90","43","92","45"
"2014","2","11290","성북구","HH","정체","96","47","92","45"
"2014","2","11260","중랑구","LL","다이나믹","91","42","92","45"
"2014","2","11230","동대문구","HH","정체","100","45","92","45"
"2014","2","11215","광진구","LL","다이나믹","90","44","92","45"
"2014","2","11200","성동구","HH","정체","93","47","92","45"
"2014","2","11170","용산구","HH","정체","102","48","92","45"
"2014","2","11140","중구","HH","정체","115","49","92","45"
"2014","2","11110","종로구","HH","정체","110","51","92","45"
"2014","1","11740","강동구","LL","다이나믹","86","41","91","44"
"2014","1","11710","송파구","LL","다이나믹","85","42","91","44"
"2014","1","11680","강남구","LL","다이나믹","82","41","91","44"
"2014","1","11650","서초구","HL","상권축소","94","43","91","44"
"2014","1","11620","관악구","LL","다이나믹","90","44","91","44"
"2014","1","11590","동작구","HH","정체","94","47","91","44"
"2014","1","11560","영등포구","HL","상권축소","95","44","91","44"
"2014","1","11545","금천구","LL","다이나믹","85","43","91","44"
"2014","1","11530","구로구","LL","다이나믹","86","44","91","44"
"2014","1","11500","강서구","LL","다이나믹","83","42","91","44"
"2014","1","11470","양천구","LL","다이나믹","85","42","91","44"
"2014","1","11440","마포구","LL","다이나믹","81","43","91","44"
"2014","1","11410","서대문구","HH","정체","99","47","91","44"
"2014","1","11380","은평구","LH","상권확장","88","45","91","44"
"2014","1","11350","노원구","LL","다이나믹","84","42","91","44"
"2014","1","11320","도봉구","LL","다이나믹","86","42","91","44"
"2014","1","11305","강북구","LL","다이나믹","89","43","91","44"
"2014","1","11290","성북구","HH","정체","95","46","91","44"
"2014","1","11260","중랑구","LL","다이나믹","90","42","91","44"
"2014","1","11230","동대문구","HH","정체","99","45","91","44"
"2014","1","11215","광진구","LL","다이나믹","89","44","91","44"
"2014","1","11200","성동구","HH","정체","93","46","91","44"
"2014","1","11170","용산구","HH","정체","101","47","91","44"
"2014","1","11140","중구","HH","정체","114","49","91","44"
"2014","1","11110","종로구","HH","정체","109","51","91","44"
