,CARD_SIDO_NM,avg_temp,precipitation,avg_relative_humidity,year,month
19842,광주,23.0,0.0,61.5,2019,05
19843,인천,21.7,0.0,62.4,2019,05
19844,대전,24.0,0.0,50.0,2019,05
19845,울산,26.6,0.0,37.4,2019,05
19846,경기,23.0,0.0,57.3,2019,05
19847,강원,29.6,0.0,27.4,2019,05
19848,충북,22.5,0.0,53.1,2019,05
19849,충남,20.4,0.0,69.9,2019,05
19850,전북,23.2,0.0,61.3,2019,05
19851,전남,22.9,0.0,55.8,2019,05
19852,경북,27.9,0.0,33.3,2019,05
19853,경남,23.8,0.0,49.9,2019,05
19854,제주,23.3,0.0,51.6,2019,05
19855,서울,24.5,0.0,39.0,2019,05
19856,부산,22.0,0.0,65.4,2019,05
19857,대구,25.5,0.0,37.3,2019,05
19858,광주,22.6,0.0,64.1,2019,05
19859,인천,23.2,0.0,48.6,2019,05
19860,대전,24.7,0.0,46.6,2019,05
19861,울산,25.1,0.0,40.3,2019,05
19862,경기,23.8,0.0,51.6,2019,05
19863,강원,28.4,0.0,28.6,2019,05
19864,충북,23.3,0.0,47.5,2019,05
19865,충남,22.6,0.0,54.3,2019,05
19866,전북,24.4,0.0,55.0,2019,05
19867,전남,21.4,0.0,80.9,2019,05
19868,경북,26.0,0.0,29.9,2019,05
19869,경남,22.5,0.0,57.3,2019,05
19870,제주,23.1,0.0,61.5,2019,05
19871,서울,17.8,0.0,80.9,2019,05
19872,부산,19.3,0.0,93.9,2019,05
19873,대구,21.0,0.0,75.9,2019,05
19874,광주,17.7,0.0,98.0,2019,05
19875,인천,17.4,0.0,86.0,2019,05
19876,대전,17.9,0.0,91.4,2019,05
19877,울산,20.1,0.0,94.5,2019,05
19878,경기,17.4,0.0,88.4,2019,05
19879,강원,22.4,0.0,56.4,2019,05
19880,충북,18.6,0.0,80.4,2019,05
19881,충남,17.0,0.0,85.8,2019,05
19882,전북,17.8,0.0,98.6,2019,05
19883,전남,19.2,0.0,91.8,2019,05
19884,경북,19.6,0.0,77.5,2019,05
19885,경남,19.7,0.0,86.0,2019,05
19886,제주,20.7,0.0,84.1,2019,05
19887,서울,18.1,0.0,45.9,2019,05
19888,부산,18.0,0.0,58.9,2019,05
19889,대구,19.5,0.0,43.0,2019,05
19890,광주,17.3,0.0,59.1,2019,05
19891,인천,17.2,0.0,60.9,2019,05
19892,대전,17.7,0.0,63.3,2019,05
19893,울산,18.3,0.0,56.3,2019,05
19894,경기,18.0,0.0,53.6,2019,05
19895,강원,21.2,0.0,30.3,2019,05
19896,충북,16.7,0.0,55.6,2019,05
19897,충남,17.8,0.0,56.1,2019,05
19898,전북,16.3,0.0,76.1,2019,05
19899,전남,19.1,0.0,48.3,2019,05
19900,경북,19.2,0.0,52.3,2019,05
19901,경남,17.7,0.0,54.9,2019,05
19902,제주,18.9,0.0,55.9,2019,05
19903,서울,20.3,0.0,48.4,2019,05
19904,부산,20.6,0.0,46.1,2019,05
19905,대구,22.5,0.0,35.5,2019,05
19906,광주,19.8,0.0,63.0,2019,05
19907,인천,18.4,0.0,63.4,2019,05
19908,대전,20.1,0.0,53.4,2019,05
19909,울산,21.6,0.0,39.9,2019,05
19910,경기,19.0,0.0,59.0,2019,05
19911,강원,22.7,0.0,25.5,2019,05
19912,충북,18.6,0.0,48.8,2019,05
19913,충남,18.0,0.0,69.4,2019,05
19914,전북,18.6,0.0,69.4,2019,05
19915,전남,21.8,0.0,42.6,2019,05
19916,경북,20.9,0.0,40.9,2019,05
19917,경남,21.8,0.0,35.0,2019,05
19918,제주,22.3,0.0,46.3,2019,05
19919,서울,19.6,0.0,48.0,2019,05
19920,부산,22.5,0.0,34.4,2019,05
19921,대구,23.2,0.0,32.8,2019,05
19922,광주,20.4,0.0,57.9,2019,05
19923,인천,18.4,0.0,59.8,2019,05
19924,대전,20.2,0.0,54.6,2019,05
19925,울산,23.5,0.0,32.5,2019,05
19926,경기,19.3,0.0,60.1,2019,05
19927,강원,24.3,0.0,27.1,2019,05
19928,충북,19.2,0.0,53.0,2019,05
19929,충남,18.0,0.0,70.9,2019,05
19930,전북,19.8,0.0,58.9,2019,05
19931,전남,22.0,0.0,48.6,2019,05
19932,경북,24.0,0.0,29.3,2019,05
19933,경남,22.5,0.0,32.6,2019,05
19934,제주,21.7,0.0,51.3,2019,05
19935,서울,19.1,0.0,49.6,2019,05
19936,부산,18.4,0.0,59.9,2019,05
19937,대구,19.9,0.0,58.0,2019,05
19938,광주,17.7,0.0,76.4,2019,05
19939,인천,17.7,0.0,64.0,2019,05
19940,대전,19.0,0.0,65.0,2019,05
19941,울산,19.5,0.0,57.5,2019,05
19942,경기,18.9,0.0,59.9,2019,05
19943,강원,21.8,0.0,36.9,2019,05
19944,충북,18.6,0.0,56.6,2019,05
19945,충남,17.6,0.0,73.5,2019,05
19946,전북,18.2,0.0,74.3,2019,05
19947,전남,17.3,0.0,71.8,2019,05
19948,경북,21.3,0.0,43.8,2019,05
19949,경남,17.4,0.0,65.0,2019,05
19950,제주,17.9,0.0,73.9,2019,05
19951,서울,18.9,0.0,60.5,2019,06
19952,부산,19.8,0.0,60.9,2019,06
19953,대구,21.3,0.0,46.5,2019,06
19954,광주,19.6,0.0,68.0,2019,06
19955,인천,17.0,0.0,73.5,2019,06
19956,대전,19.1,0.0,69.5,2019,06
19957,울산,19.7,0.0,61.8,2019,06
19958,경기,17.9,0.0,71.6,2019,06
19959,강원,23.6,0.0,31.6,2019,06
19960,충북,17.8,0.0,65.1,2019,06
19961,충남,,0.0,,2019,06
19962,전북,19.3,0.0,70.8,2019,06
19963,전남,19.5,0.0,67.8,2019,06
19964,경북,21.0,0.0,47.6,2019,06
19965,경남,19.9,0.0,58.4,2019,06
19966,제주,19.0,0.0,77.1,2019,06
19967,서울,21.1,0.0,42.1,2019,06
19968,부산,20.9,0.0,53.8,2019,06
19969,대구,23.2,0.0,46.1,2019,06
19970,광주,21.8,0.0,57.6,2019,06
19971,인천,19.5,0.0,57.8,2019,06
19972,대전,21.5,0.0,57.9,2019,06
19973,울산,20.8,0.0,60.8,2019,06
19974,경기,20.5,0.0,55.4,2019,06
19975,강원,23.2,0.0,35.8,2019,06
19976,충북,20.6,0.0,56.0,2019,06
19977,충남,19.2,0.0,58.5,2019,06
19978,전북,21.2,0.0,57.9,2019,06
19979,전남,20.4,0.0,72.1,2019,06
19980,경북,21.7,0.0,49.1,2019,06
19981,경남,20.4,0.0,54.8,2019,06
19982,제주,20.1,0.0,70.1,2019,06
19983,서울,23.1,0.0,42.9,2019,06
19984,부산,21.3,0.0,54.9,2019,06
19985,대구,25.4,0.0,44.8,2019,06
19986,광주,23.1,0.0,52.1,2019,06
19987,인천,21.2,0.0,60.0,2019,06
19988,대전,23.4,0.0,50.5,2019,06
19989,울산,22.2,0.0,57.6,2019,06
19990,경기,22.3,0.0,55.8,2019,06
19991,강원,26.2,0.0,37.1,2019,06
19992,충북,21.5,0.0,54.1,2019,06
19993,충남,20.8,0.0,61.6,2019,06
19994,전북,22.7,0.0,54.4,2019,06
19995,전남,21.3,0.0,71.1,2019,06
19996,경북,23.8,0.0,42.8,2019,06
19997,경남,21.9,0.0,58.4,2019,06
19998,제주,20.9,0.0,62.3,2019,06
19999,서울,22.6,0.0,56.4,2019,06
20000,부산,23.4,0.0,63.4,2019,06
20001,대구,27.1,0.0,46.4,2019,06
20002,광주,23.9,0.0,59.0,2019,06
20003,인천,20.6,0.0,67.3,2019,06
20004,대전,24.3,0.0,55.0,2019,06
20005,울산,23.1,0.0,66.0,2019,06
20006,경기,21.8,0.0,66.6,2019,06
20007,강원,28.8,0.0,32.3,2019,06
20008,충북,23.3,0.0,58.4,2019,06
20009,충남,21.0,0.0,69.1,2019,06
20010,전북,23.0,0.0,70.1,2019,06
20011,전남,22.5,0.0,72.0,2019,06
20012,경북,25.2,0.0,52.6,2019,06
20013,경남,22.5,0.0,65.9,2019,06
20014,제주,22.8,0.0,73.4,2019,06
20015,서울,23.0,0.0,63.8,2019,06
20016,부산,23.9,0.0,58.9,2019,06
20017,대구,27.4,0.0,41.4,2019,06
20018,광주,24.3,0.0,65.9,2019,06
20019,인천,19.5,0.0,85.0,2019,06
20020,대전,24.3,0.0,65.0,2019,06
20021,울산,23.4,0.0,64.1,2019,06
20022,경기,21.6,0.0,76.5,2019,06
20023,강원,20.8,0.0,70.6,2019,06
20024,충북,23.4,0.0,64.6,2019,06
20025,충남,20.6,0.0,79.9,2019,06
20026,전북,22.5,0.0,82.1,2019,06
20027,전남,23.4,0.0,74.5,2019,06
20028,경북,22.1,0.0,63.1,2019,06
20029,경남,23.2,0.0,62.0,2019,06
20030,제주,22.5,0.0,74.9,2019,06
20031,서울,21.2,0.0,75.9,2019,06
20032,부산,22.1,0.0,75.9,2019,06
20033,대구,24.3,0.0,60.3,2019,06
20034,광주,21.8,0.0,85.3,2019,06
20035,인천,19.5,0.0,92.5,2019,06
20036,대전,22.0,0.0,74.9,2019,06
20037,울산,21.7,0.0,79.4,2019,06
20038,경기,21.2,0.0,83.9,2019,06
20039,강원,18.6,0.0,86.8,2019,06
20040,충북,22.0,0.0,75.0,2019,06
20041,충남,19.7,0.0,85.9,2019,06
20042,전북,22.3,0.0,85.0,2019,06
20043,전남,20.9,0.0,92.3,2019,06
20044,경북,19.8,0.0,78.5,2019,06
20045,경남,21.6,0.0,73.1,2019,06
20046,제주,23.6,0.0,82.6,2019,06
20047,서울,20.0,0.0,77.3,2019,06
20048,부산,18.7,0.0,91.1,2019,06
20049,대구,18.5,0.0,95.4,2019,06
20050,광주,19.3,0.0,97.3,2019,06
20051,인천,19.9,0.0,80.1,2019,06
20052,대전,18.8,0.0,94.9,2019,06
20053,울산,18.5,0.0,94.6,2019,06
20054,경기,19.9,0.0,82.0,2019,06
20055,강원,17.0,0.0,96.0,2019,06
20056,충북,19.0,0.0,83.1,2019,06
20057,충남,19.0,0.0,87.8,2019,06
20058,전북,19.6,0.0,97.9,2019,06
20059,전남,19.0,0.0,96.9,2019,06
20060,경북,16.9,0.0,95.5,2019,06
20061,경남,18.7,0.0,88.9,2019,06
20062,제주,19.6,0.0,88.8,2019,06
20063,서울,21.9,0.0,57.5,2019,06
20064,부산,19.1,0.0,76.3,2019,06
20065,대구,21.1,0.0,71.1,2019,06
20066,광주,20.8,0.0,85.9,2019,06
20067,인천,21.1,0.0,66.0,2019,06
20068,대전,21.3,0.0,78.3,2019,06
20069,울산,18.9,0.0,80.8,2019,06
20070,경기,21.7,0.0,69.0,2019,06
20071,강원,18.3,0.0,79.1,2019,06
20072,충북,21.1,0.0,69.1,2019,06
20073,충남,20.4,0.0,75.8,2019,06
20074,전북,20.8,0.0,87.5,2019,06
20075,전남,19.4,0.0,85.1,2019,06
20076,경북,18.0,0.0,82.8,2019,06
20077,경남,19.1,0.0,79.4,2019,06
20078,제주,19.9,0.0,86.6,2019,06
20079,서울,21.6,0.0,66.1,2019,06
20080,부산,18.5,0.0,70.8,2019,06
20081,대구,18.6,0.0,70.9,2019,06
20082,광주,21.4,0.0,79.5,2019,06
20083,인천,20.1,0.0,78.1,2019,06
20084,대전,22.1,0.0,73.5,2019,06
20085,울산,17.3,0.0,80.9,2019,06
20086,경기,21.7,0.0,74.5,2019,06
20087,강원,17.6,0.0,80.6,2019,06
20088,충북,21.9,0.0,64.3,2019,06
20089,충남,20.5,0.0,79.6,2019,06
20090,전북,21.1,0.0,86.4,2019,06
20091,전남,19.3,0.0,79.6,2019,06
20092,경북,17.4,0.0,79.9,2019,06
20093,경남,19.3,0.0,70.1,2019,06
20094,제주,20.2,0.0,74.8,2019,06
20095,서울,18.4,0.0,70.3,2019,06
20096,부산,18.8,0.0,67.0,2019,06
20097,대구,19.0,0.0,63.9,2019,06
20098,광주,19.1,0.0,86.4,2019,06
20099,인천,19.6,0.0,70.0,2019,06
20100,대전,18.9,0.0,77.4,2019,06
20101,울산,17.7,0.0,77.4,2019,06
20102,경기,19.5,0.0,73.6,2019,06
20103,강원,16.2,0.0,85.8,2019,06
20104,충북,18.9,0.0,64.3,2019,06
20105,충남,18.8,0.0,81.8,2019,06
20106,전북,18.8,0.0,93.1,2019,06
20107,전남,19.1,0.0,73.4,2019,06
20108,경북,17.8,0.0,78.3,2019,06
20109,경남,19.1,0.0,65.5,2019,06
20110,제주,20.2,0.0,71.3,2019,06
20111,서울,20.5,0.0,51.1,2019,06
20112,부산,18.5,0.0,70.4,2019,06
20113,대구,19.4,0.0,63.9,2019,06
20114,광주,18.4,0.0,89.3,2019,06
20115,인천,20.3,0.0,58.6,2019,06
20116,대전,21.1,0.0,64.3,2019,06
20117,울산,17.7,0.0,78.5,2019,06
20118,경기,20.5,0.0,60.4,2019,06
20119,강원,15.9,0.0,81.4,2019,06
20120,충북,19.1,0.0,60.0,2019,06
20121,충남,19.1,0.0,70.8,2019,06
20122,전북,18.8,0.0,92.0,2019,06
20123,전남,18.8,0.0,76.4,2019,06
20124,경북,17.0,0.0,76.4,2019,06
20125,경남,19.2,0.0,66.5,2019,06
20126,제주,20.2,0.0,71.5,2019,06
20127,서울,21.5,0.0,57.1,2019,06
20128,부산,19.1,0.0,71.4,2019,06
20129,대구,21.1,0.0,60.5,2019,06
20130,광주,20.3,0.0,80.0,2019,06
20131,인천,20.2,0.0,72.9,2019,06
20132,대전,21.4,0.0,68.9,2019,06
20133,울산,18.1,0.0,78.9,2019,06
20134,경기,20.6,0.0,73.4,2019,06
20135,강원,17.6,0.0,73.3,2019,06
20136,충북,20.4,0.0,66.4,2019,06
20137,충남,18.9,0.0,73.4,2019,06
20138,전북,20.9,0.0,80.6,2019,06
20139,전남,19.7,0.0,81.1,2019,06
20140,경북,16.3,0.0,81.1,2019,06
20141,경남,19.1,0.0,74.3,2019,06
20142,제주,19.9,0.0,78.5,2019,06
20143,서울,23.0,0.0,51.9,2019,06
20144,부산,19.6,0.0,74.4,2019,06
20145,대구,22.9,0.0,55.3,2019,06
20146,광주,21.8,0.0,74.9,2019,06
20147,인천,21.3,0.0,67.3,2019,06
20148,대전,23.4,0.0,64.5,2019,06
20149,울산,19.5,0.0,76.6,2019,06
20150,경기,22.5,0.0,64.3,2019,06
20151,강원,22.9,0.0,60.0,2019,06
20152,충북,22.4,0.0,64.5,2019,06
20153,충남,20.8,0.0,66.3,2019,06
20154,전북,22.2,0.0,80.9,2019,06
20155,전남,19.9,0.0,81.9,2019,06
20156,경북,17.9,0.0,81.0,2019,06
20157,경남,19.4,0.0,70.0,2019,06
20158,제주,21.9,0.0,70.3,2019,06
20159,서울,23.0,0.0,54.8,2019,06
20160,부산,19.6,0.0,82.5,2019,06
20161,대구,20.2,0.0,68.6,2019,06
20162,광주,19.9,0.0,85.3,2019,06
20163,인천,21.7,0.0,70.9,2019,06
20164,대전,21.9,0.0,73.0,2019,06
20165,울산,18.8,0.0,91.8,2019,06
20166,경기,22.4,0.0,67.5,2019,06
20167,강원,21.7,0.0,63.3,2019,06
20168,충북,20.8,0.0,69.9,2019,06
20169,충남,21.1,0.0,64.6,2019,06
20170,전북,21.6,0.0,82.4,2019,06
20171,전남,19.7,0.0,83.5,2019,06
20172,경북,19.7,0.0,78.0,2019,06
20173,경남,18.6,0.0,82.4,2019,06
20174,제주,19.4,0.0,95.3,2019,06
20175,서울,21.9,0.0,61.5,2019,06
20176,부산,20.6,0.0,74.1,2019,06
20177,대구,21.3,0.0,75.0,2019,06
20178,광주,20.4,0.0,78.3,2019,06
20179,인천,21.8,0.0,66.3,2019,06
20180,대전,21.9,0.0,68.8,2019,06
20181,울산,20.2,0.0,78.4,2019,06
20182,경기,21.6,0.0,73.0,2019,06
20183,강원,18.3,0.0,82.9,2019,06
20184,충북,20.3,0.0,74.5,2019,06
20185,충남,20.1,0.0,72.0,2019,06
20186,전북,20.0,0.0,86.9,2019,06
20187,전남,22.2,0.0,64.8,2019,06
20188,경북,19.2,0.0,85.0,2019,06
20189,경남,20.5,0.0,74.8,2019,06
20190,제주,20.1,0.0,86.8,2019,06
20191,서울,22.0,0.0,55.4,2019,06
20192,부산,20.1,0.0,75.6,2019,06
20193,대구,20.8,0.0,71.4,2019,06
20194,광주,20.7,0.0,78.9,2019,06
20195,인천,21.1,0.0,65.4,2019,06
20196,대전,21.9,0.0,69.4,2019,06
20197,울산,18.6,0.0,85.1,2019,06
20198,경기,20.9,0.0,69.8,2019,06
20199,강원,17.6,0.0,82.6,2019,06
20200,충북,20.8,0.0,67.5,2019,06
20201,충남,20.1,0.0,73.6,2019,06
20202,전북,20.7,0.0,83.1,2019,06
20203,전남,20.7,0.0,75.6,2019,06
20204,경북,17.7,0.0,85.4,2019,06
20205,경남,20.0,0.0,75.1,2019,06
20206,제주,20.6,0.0,78.1,2019,06
20207,서울,21.7,0.0,59.1,2019,06
20208,부산,20.8,0.0,75.0,2019,06
20209,대구,24.0,0.0,57.1,2019,06
20210,광주,22.0,0.0,74.6,2019,06
20211,인천,19.7,0.0,75.6,2019,06
20212,대전,22.2,0.0,66.3,2019,06
20213,울산,21.3,0.0,80.5,2019,06
20214,경기,21.0,0.0,72.1,2019,06
20215,강원,20.8,0.0,74.1,2019,06
20216,충북,22.0,0.0,63.6,2019,06
20217,충남,19.9,0.0,77.4,2019,06
20218,전북,21.4,0.0,78.4,2019,06
20219,전남,21.4,0.0,79.3,2019,06
20220,경북,20.5,0.0,78.5,2019,06
20221,경남,20.8,0.0,73.5,2019,06
20222,제주,20.8,0.0,76.4,2019,06
20223,서울,20.8,0.0,78.6,2019,06
20224,부산,21.7,0.0,75.6,2019,06
20225,대구,24.1,0.0,60.1,2019,06
20226,광주,22.3,0.0,75.5,2019,06
20227,인천,20.6,0.0,79.9,2019,06
20228,대전,21.7,0.0,75.3,2019,06
20229,울산,23.0,0.0,80.1,2019,06
20230,경기,21.1,0.0,81.8,2019,06
20231,강원,22.8,0.0,61.4,2019,06
20232,충북,20.2,0.0,80.4,2019,06
20233,충남,20.5,0.0,85.4,2019,06
20234,전북,22.1,0.0,82.6,2019,06
20235,전남,22.0,0.0,78.5,2019,06
20236,경북,22.8,0.0,66.9,2019,06
20237,경남,21.1,0.0,78.6,2019,06
20238,제주,21.6,0.0,82.0,2019,06
20239,서울,21.4,0.0,77.8,2019,06
20240,부산,23.4,0.0,71.4,2019,06
20241,대구,24.6,0.0,60.1,2019,06
20242,광주,23.5,0.0,76.8,2019,06
20243,인천,20.9,0.0,85.5,2019,06
20244,대전,22.7,0.0,77.3,2019,06
20245,울산,23.3,0.0,74.3,2019,06
20246,경기,21.9,0.0,82.1,2019,06
20247,강원,24.8,0.0,61.0,2019,06
20248,충북,21.4,0.0,80.9,2019,06
20249,충남,21.1,0.0,80.4,2019,06
20250,전북,22.7,0.0,83.4,2019,06
20251,전남,22.9,0.0,80.1,2019,06
20252,경북,22.4,0.0,71.9,2019,06
20253,경남,22.3,0.0,74.0,2019,06
20254,제주,21.7,0.0,82.9,2019,06
20255,서울,22.7,0.0,70.6,2019,06
20256,부산,24.3,0.0,67.1,2019,06
20257,대구,26.8,0.0,54.0,2019,06
20258,광주,23.5,0.0,75.1,2019,06
20259,인천,21.5,0.0,84.0,2019,06
20260,대전,23.9,0.0,72.5,2019,06
20261,울산,24.3,0.0,73.4,2019,06
20262,경기,22.6,0.0,78.3,2019,06
20263,강원,26.8,0.0,52.0,2019,06
20264,충북,22.6,0.0,70.9,2019,06
20265,충남,21.2,0.0,79.8,2019,06
20266,전북,22.9,0.0,84.4,2019,06
20267,전남,23.6,0.0,74.0,2019,06
20268,경북,24.6,0.0,63.6,2019,06
20269,경남,23.9,0.0,70.4,2019,06
20270,제주,22.0,0.0,83.4,2019,06
20271,서울,22.1,0.0,72.9,2019,06
20272,부산,23.3,0.0,71.6,2019,06
20273,대구,25.5,0.0,62.4,2019,06
20274,광주,23.7,0.0,75.0,2019,06
20275,인천,21.4,0.0,84.8,2019,06
20276,대전,23.8,0.0,69.9,2019,06
20277,울산,23.2,0.0,77.9,2019,06
20278,경기,22.5,0.0,79.1,2019,06
20279,강원,20.5,0.0,76.1,2019,06
20280,충북,23.2,0.0,64.5,2019,06
20281,충남,21.5,0.0,78.4,2019,06
20282,전북,22.6,0.0,83.6,2019,06
20283,전남,23.7,0.0,73.5,2019,06
20284,경북,22.5,0.0,70.5,2019,06
20285,경남,24.4,0.0,65.5,2019,06
20286,제주,22.6,0.0,79.1,2019,06
20287,서울,24.2,0.0,42.3,2019,06
20288,부산,21.3,0.0,66.9,2019,06
20289,대구,21.5,0.0,62.4,2019,06
20290,광주,22.1,0.0,84.4,2019,06
20291,인천,23.4,0.0,55.6,2019,06
20292,대전,23.9,0.0,72.1,2019,06
20293,울산,19.8,0.0,75.4,2019,06
20294,경기,24.2,0.0,53.5,2019,06
20295,강원,19.9,0.0,66.4,2019,06
20296,충북,23.0,0.0,52.1,2019,06
20297,충남,22.2,0.0,71.6,2019,06
20298,전북,22.5,0.0,88.3,2019,06
20299,전남,21.7,0.0,79.3,2019,06
20300,경북,20.0,0.0,70.6,2019,06
20301,경남,21.6,0.0,69.8,2019,06
20302,제주,22.1,0.0,83.5,2019,06
20303,서울,25.0,0.0,40.4,2019,06
20304,부산,20.9,0.0,68.4,2019,06
20305,대구,21.5,0.0,61.4,2019,06
20306,광주,22.8,0.0,80.0,2019,06
20307,인천,24.4,0.0,45.3,2019,06
20308,대전,24.2,0.0,61.1,2019,06
20309,울산,19.1,0.0,81.8,2019,06
20310,경기,24.2,0.0,50.3,2019,06
20311,강원,20.1,0.0,71.1,2019,06
20312,충북,21.5,0.0,59.6,2019,06
20313,충남,22.8,0.0,61.0,2019,06
20314,전북,23.2,0.0,77.3,2019,06
20315,전남,21.4,0.0,75.0,2019,06
20316,경북,19.1,0.0,79.8,2019,06
20317,경남,21.4,0.0,64.4,2019,06
20318,제주,21.1,0.0,79.1,2019,06
20319,서울,25.2,0.0,46.9,2019,06
20320,부산,20.9,0.0,71.0,2019,06
20321,대구,23.1,0.0,62.4,2019,06
20322,광주,23.7,0.0,74.8,2019,06
20323,인천,23.0,0.0,67.8,2019,06
20324,대전,24.9,0.0,63.9,2019,06
20325,울산,20.2,0.0,80.5,2019,06
20326,경기,24.2,0.0,58.5,2019,06
20327,강원,22.2,0.0,67.0,2019,06
20328,충북,23.2,0.0,60.4,2019,06
20329,충남,22.4,0.0,66.0,2019,06
20330,전북,23.4,0.0,75.0,2019,06
20331,전남,21.5,0.0,80.4,2019,06
20332,경북,19.2,0.0,82.3,2019,06
20333,경남,20.9,0.0,73.5,2019,06
20334,제주,21.6,0.0,74.9,2019,06
20335,서울,25.6,0.0,49.1,2019,06
20336,부산,21.9,0.0,71.3,2019,06
20337,대구,25.0,0.0,61.8,2019,06
20338,광주,24.8,0.0,70.4,2019,06
20339,인천,23.7,0.0,67.3,2019,06
20340,대전,26.4,0.0,59.1,2019,06
20341,울산,21.3,0.0,79.4,2019,06
20342,경기,25.0,0.0,58.6,2019,06
20343,강원,23.9,0.0,70.1,2019,06
20344,충북,24.6,0.0,56.4,2019,06
20345,충남,23.0,0.0,61.3,2019,06
20346,전북,24.7,0.0,67.3,2019,06
20347,전남,22.7,0.0,76.0,2019,06
20348,경북,20.5,0.0,80.9,2019,06
20349,경남,21.5,0.0,70.1,2019,06
20350,제주,24.2,0.0,60.9,2019,06
20351,서울,25.5,0.0,52.6,2019,06
20352,부산,20.9,0.0,86.6,2019,06
20353,대구,19.7,0.0,91.5,2019,06
20354,광주,20.8,0.0,93.9,2019,06
20355,인천,23.8,0.0,66.9,2019,06
20356,대전,22.1,0.0,79.8,2019,06
20357,울산,20.4,0.0,95.4,2019,06
20358,경기,24.3,0.0,67.3,2019,06
20359,강원,23.4,0.0,75.0,2019,06
20360,충북,21.9,0.0,77.3,2019,06
20361,충남,21.7,0.0,74.4,2019,06
20362,전북,21.7,0.0,93.8,2019,06
20363,전남,20.3,0.0,93.1,2019,06
20364,경북,20.9,0.0,86.5,2019,06
20365,경남,19.5,0.0,90.4,2019,06
20366,제주,22.1,0.0,97.6,2019,06
20367,서울,25.5,0.0,70.5,2019,06
20368,부산,22.4,0.0,96.0,2019,06
20369,대구,24.4,0.0,87.4,2019,06
20370,광주,24.5,0.0,88.0,2019,06
20371,인천,23.7,0.0,82.0,2019,06
20372,대전,24.7,0.0,84.0,2019,06
20373,울산,23.1,0.0,97.5,2019,06
20374,경기,25.0,0.0,78.3,2019,06
20375,강원,23.4,0.0,82.5,2019,06
20376,충북,24.1,0.0,81.0,2019,06
20377,충남,23.4,0.0,86.0,2019,06
20378,전북,23.6,0.0,96.4,2019,06
20379,전남,23.4,0.0,94.5,2019,06
20380,경북,21.5,0.0,97.4,2019,06
20381,경남,23.3,0.0,89.9,2019,06
20382,제주,23.1,0.0,92.5,2019,06
20383,서울,24.7,0.0,67.3,2019,06
20384,부산,22.2,0.0,88.4,2019,06
20385,대구,23.6,0.0,86.5,2019,06
20386,광주,24.3,0.0,81.3,2019,06
20387,인천,22.5,0.0,84.4,2019,06
20388,대전,25.4,0.0,76.3,2019,06
20389,울산,21.9,0.0,92.4,2019,06
20390,경기,24.0,0.0,80.0,2019,06
20391,강원,21.6,0.0,83.4,2019,06
20392,충북,25.0,0.0,80.0,2019,06
20393,충남,23.1,0.0,79.4,2019,06
20394,전북,24.0,0.0,90.3,2019,06
20395,전남,22.9,0.0,90.8,2019,06
20396,경북,21.0,0.0,92.1,2019,06
20397,경남,22.4,0.0,85.1,2019,06
20398,제주,23.5,0.0,80.4,2019,06
20399,서울,23.1,0.0,72.0,2019,06
20400,부산,21.4,0.0,94.8,2019,06
20401,대구,21.5,0.0,95.4,2019,06
20402,광주,21.8,0.0,97.9,2019,06
20403,인천,23.0,0.0,84.9,2019,06
20404,대전,22.2,0.0,94.6,2019,06
20405,울산,20.7,0.0,97.9,2019,06
20406,경기,22.9,0.0,85.6,2019,06
20407,강원,22.7,0.0,84.9,2019,06
20408,충북,21.8,0.0,87.3,2019,06
20409,충남,22.1,0.0,90.8,2019,06
20410,전북,21.7,0.0,99.0,2019,06
20411,전남,21.8,0.0,98.8,2019,06
20412,경북,20.9,0.0,95.5,2019,06
20413,경남,20.7,0.0,93.5,2019,06
20414,제주,25.2,0.0,84.0,2019,06
20415,서울,23.9,0.0,73.5,2019,06
20416,부산,23.3,0.0,86.9,2019,06
20417,대구,25.7,0.0,74.8,2019,06
20418,광주,23.8,0.0,88.5,2019,06
20419,인천,22.2,0.0,90.6,2019,06
20420,대전,24.0,0.0,86.0,2019,06
20421,울산,24.3,0.0,86.8,2019,06
20422,경기,23.5,0.0,84.6,2019,06
20423,강원,26.1,0.0,64.1,2019,06
20424,충북,23.8,0.0,79.0,2019,06
20425,충남,22.2,0.0,89.8,2019,06
20426,전북,23.8,0.0,92.8,2019,06
20427,전남,24.4,0.0,85.0,2019,06
20428,경북,24.2,0.0,81.0,2019,06
20429,경남,24.2,0.0,79.8,2019,06
20430,제주,23.4,0.0,88.0,2019,06
20431,서울,23.9,0.0,64.4,2019,07
20432,부산,23.1,0.0,88.6,2019,07
20433,대구,24.3,0.0,77.6,2019,07
20434,광주,22.6,0.0,96.1,2019,07
20435,인천,22.3,0.0,81.6,2019,07
20436,대전,23.7,0.0,77.4,2019,07
20437,울산,24.4,0.0,82.5,2019,07
20438,경기,23.2,0.0,76.1,2019,07
20439,강원,26.6,0.0,55.0,2019,07
20440,충북,23.8,0.0,69.3,2019,07
20441,충남,22.4,0.0,77.5,2019,07
20442,전북,23.6,0.0,93.5,2019,07
20443,전남,23.4,0.0,88.0,2019,07
20444,경북,23.4,0.0,75.4,2019,07
20445,경남,23.6,0.0,83.4,2019,07
20446,제주,23.4,0.0,90.3,2019,07
20447,서울,24.4,0.0,63.5,2019,07
20448,부산,23.4,0.0,81.6,2019,07
