,CARD_SIDO_NM,avg_temp,precipitation,avg_relative_humidity,year,month
24232,충북,1.3,0.0,55.6,2020,02
24233,충남,2.0,0.0,62.6,2020,02
24234,전북,3.7,0.0,53.0,2020,02
24235,전남,5.8,0.0,53.3,2020,02
24236,경북,5.2,0.0,34.8,2020,02
24237,경남,4.9,0.0,43.4,2020,02
24238,제주,7.8,0.0,55.9,2020,02
24239,서울,7.0,0.0,51.8,2020,02
24240,부산,10.8,0.0,46.9,2020,02
24241,대구,8.1,0.0,40.3,2020,02
24242,광주,8.3,0.0,65.8,2020,02
24243,인천,6.8,0.0,60.5,2020,02
24244,대전,7.4,0.0,53.8,2020,02
24245,울산,10.8,0.0,31.9,2020,02
24246,경기,7.0,0.0,70.6,2020,02
24247,강원,11.3,0.0,27.5,2020,02
24248,충북,4.7,0.0,55.9,2020,02
24249,충남,6.1,0.0,73.3,2020,02
24250,전북,8.8,0.0,49.6,2020,02
24251,전남,8.8,0.0,61.8,2020,02
24252,경북,9.3,0.0,37.6,2020,02
24253,경남,8.4,0.0,54.8,2020,02
24254,제주,11.5,0.0,52.1,2020,02
24255,서울,6.7,0.0,73.5,2020,02
24256,부산,9.7,0.0,94.3,2020,02
24257,대구,7.0,0.0,96.4,2020,02
24258,광주,12.4,0.0,97.0,2020,02
24259,인천,7.0,0.0,77.5,2020,02
24260,대전,7.0,0.0,93.1,2020,02
24261,울산,7.9,0.0,96.4,2020,02
24262,경기,6.8,0.0,92.8,2020,02
24263,강원,6.5,0.0,82.5,2020,02
24264,충북,6.1,0.0,81.9,2020,02
24265,충남,6.6,0.0,90.1,2020,02
24266,전북,8.5,0.0,94.9,2020,02
24267,전남,10.8,0.0,98.4,2020,02
24268,경북,6.6,0.0,92.0,2020,02
24269,경남,8.1,0.0,93.3,2020,02
24270,제주,16.6,0.0,79.8,2020,02
24271,서울,6.4,0.0,59.6,2020,02
24272,부산,9.5,0.0,79.3,2020,02
24273,대구,8.3,0.0,82.8,2020,02
24274,광주,8.8,0.0,83.4,2020,02
24275,인천,6.0,0.0,67.0,2020,02
24276,대전,8.0,0.0,76.1,2020,02
24277,울산,8.5,0.0,85.0,2020,02
24278,경기,5.6,0.0,87.5,2020,02
24279,강원,4.0,0.0,93.6,2020,02
24280,충북,6.4,0.0,73.9,2020,02
24281,충남,5.4,0.0,74.5,2020,02
24282,전북,8.1,0.0,75.5,2020,02
24283,전남,9.8,0.0,75.0,2020,02
24284,경북,6.1,0.0,89.5,2020,02
24285,경남,9.0,0.0,75.5,2020,02
24286,제주,11.4,0.0,82.0,2020,02
24287,서울,6.1,0.0,54.0,2020,02
24288,부산,6.8,0.0,66.4,2020,02
24289,대구,6.1,0.0,68.0,2020,02
24290,광주,7.2,0.0,67.9,2020,02
24291,인천,5.2,0.0,65.6,2020,02
24292,대전,6.9,0.0,66.0,2020,02
24293,울산,5.5,0.0,68.0,2020,02
24294,경기,5.5,0.0,80.4,2020,02
24295,강원,3.9,0.0,81.1,2020,02
24296,충북,5.5,0.0,60.9,2020,02
24297,충남,5.2,0.0,72.5,2020,02
24298,전북,6.5,0.0,70.0,2020,02
24299,전남,7.7,0.0,69.5,2020,02
24300,경북,3.9,0.0,77.3,2020,02
24301,경남,5.9,0.0,66.3,2020,02
24302,제주,10.0,0.0,63.8,2020,02
24303,서울,4.5,0.0,79.4,2020,02
24304,부산,6.9,0.0,70.0,2020,02
24305,대구,4.5,0.0,90.0,2020,02
24306,광주,6.9,0.0,80.6,2020,02
24307,인천,4.3,0.0,85.0,2020,02
24308,대전,5.1,0.0,86.5,2020,02
24309,울산,4.7,0.0,89.8,2020,02
24310,경기,4.6,0.0,95.0,2020,02
24311,강원,6.6,0.0,66.4,2020,02
24312,충북,2.9,0.0,89.1,2020,02
24313,충남,4.7,0.0,93.1,2020,02
24314,전북,6.0,0.0,78.9,2020,02
24315,전남,6.9,0.0,78.1,2020,02
24316,경북,3.9,0.0,81.6,2020,02
24317,경남,5.1,0.0,76.8,2020,02
24318,제주,10.4,0.0,75.4,2020,02
24319,서울,7.7,0.0,68.6,2020,02
24320,부산,9.5,0.0,72.9,2020,02
24321,대구,6.3,0.0,88.6,2020,02
24322,광주,9.3,0.0,74.9,2020,02
24323,인천,6.2,0.0,81.3,2020,02
24324,대전,7.4,0.0,82.0,2020,02
24325,울산,7.5,0.0,83.9,2020,02
24326,경기,7.0,0.0,91.8,2020,02
24327,강원,7.4,0.0,67.4,2020,02
24328,충북,6.2,0.0,80.9,2020,02
24329,충남,6.7,0.0,81.9,2020,02
24330,전북,7.7,0.0,74.4,2020,02
24331,전남,8.6,0.0,75.3,2020,02
24332,경북,7.4,0.0,77.1,2020,02
24333,경남,6.3,0.0,78.3,2020,02
24334,제주,11.6,0.0,94.0,2020,02
24335,서울,5.8,0.0,71.8,2020,03
24336,부산,10.8,0.0,67.3,2020,03
24337,대구,9.4,0.0,78.5,2020,03
24338,광주,6.9,0.0,82.5,2020,03
24339,인천,5.1,0.0,84.1,2020,03
24340,대전,6.3,0.0,81.8,2020,03
24341,울산,9.4,0.0,77.0,2020,03
24342,경기,4.8,0.0,95.1,2020,03
24343,강원,8.0,0.0,72.4,2020,03
24344,충북,5.9,0.0,78.8,2020,03
24345,충남,4.7,0.0,81.5,2020,03
24346,전북,5.6,0.0,81.0,2020,03
24347,전남,10.1,0.0,69.6,2020,03
24348,경북,8.3,0.0,78.8,2020,03
24349,경남,8.9,0.0,71.4,2020,03
24350,제주,11.2,0.0,86.1,2020,03
24351,서울,3.4,0.0,55.3,2020,03
24352,부산,8.5,0.0,50.9,2020,03
24353,대구,7.1,0.0,57.0,2020,03
24354,광주,6.0,0.0,52.4,2020,03
24355,인천,3.1,0.0,58.8,2020,03
24356,대전,5.3,0.0,55.8,2020,03
24357,울산,7.3,0.0,57.6,2020,03
24358,경기,3.1,0.0,76.5,2020,03
24359,강원,5.9,0.0,61.8,2020,03
24360,충북,4.2,0.0,61.3,2020,03
24361,충남,3.4,0.0,60.8,2020,03
24362,전북,4.9,0.0,60.1,2020,03
24363,전남,8.0,0.0,47.9,2020,03
24364,경북,6.1,0.0,63.6,2020,03
24365,경남,7.7,0.0,43.8,2020,03
24366,제주,8.0,0.0,61.9,2020,03
24367,서울,4.8,0.0,57.0,2020,03
24368,부산,8.7,0.0,63.9,2020,03
24369,대구,7.7,0.0,73.1,2020,03
24370,광주,7.8,0.0,65.3,2020,03
24371,인천,4.8,0.0,63.5,2020,03
24372,대전,7.2,0.0,64.5,2020,03
24373,울산,7.1,0.0,74.6,2020,03
24374,경기,4.6,0.0,83.3,2020,03
24375,강원,6.8,0.0,71.3,2020,03
24376,충북,6.0,0.0,65.5,2020,03
24377,충남,4.2,0.0,74.0,2020,03
24378,전북,6.8,0.0,65.4,2020,03
24379,전남,9.1,0.0,67.3,2020,03
24380,경북,5.2,0.0,79.3,2020,03
24381,경남,7.6,0.0,62.3,2020,03
24382,제주,10.7,0.0,70.3,2020,03
24383,서울,2.2,0.0,53.4,2020,03
24384,부산,7.9,0.0,43.1,2020,03
24385,대구,5.9,0.0,53.0,2020,03
24386,광주,4.9,0.0,57.6,2020,03
24387,인천,2.1,0.0,60.9,2020,03
24388,대전,4.2,0.0,55.4,2020,03
24389,울산,6.6,0.0,47.8,2020,03
24390,경기,2.5,0.0,76.8,2020,03
24391,강원,5.5,0.0,39.1,2020,03
24392,충북,2.5,0.0,58.5,2020,03
24393,충남,2.8,0.0,60.9,2020,03
24394,전북,3.8,0.0,63.3,2020,03
24395,전남,6.6,0.0,51.5,2020,03
24396,경북,5.6,0.0,48.0,2020,03
24397,경남,6.4,0.0,41.0,2020,03
24398,제주,8.0,0.0,58.6,2020,03
24399,서울,1.4,0.0,47.5,2020,03
24400,부산,5.1,0.0,42.3,2020,03
24401,대구,3.7,0.0,51.8,2020,03
24402,광주,3.7,0.0,46.8,2020,03
24403,인천,1.3,0.0,55.6,2020,03
24404,대전,3.0,0.0,51.3,2020,03
24405,울산,3.7,0.0,47.3,2020,03
24406,경기,1.1,0.0,71.4,2020,03
24407,강원,3.4,0.0,47.6,2020,03
24408,충북,1.0,0.0,55.5,2020,03
24409,충남,1.2,0.0,55.5,2020,03
24410,전북,2.6,0.0,56.3,2020,03
24411,전남,5.0,0.0,42.0,2020,03
24412,경북,2.9,0.0,54.0,2020,03
24413,경남,3.3,0.0,41.4,2020,03
24414,제주,6.1,0.0,55.3,2020,03
24415,서울,3.7,0.0,46.8,2020,03
24416,부산,8.1,0.0,46.4,2020,03
24417,대구,5.4,0.0,51.1,2020,03
24418,광주,5.7,0.0,43.1,2020,03
24419,인천,3.0,0.0,53.5,2020,03
24420,대전,4.5,0.0,48.8,2020,03
24421,울산,6.8,0.0,48.5,2020,03
24422,경기,3.1,0.0,69.6,2020,03
24423,강원,6.1,0.0,36.1,2020,03
24424,충북,2.0,0.0,55.3,2020,03
24425,충남,2.3,0.0,63.3,2020,03
24426,전북,4.5,0.0,49.1,2020,03
24427,전남,6.7,0.0,58.0,2020,03
24428,경북,5.9,0.0,42.4,2020,03
24429,경남,5.9,0.0,41.9,2020,03
24430,제주,7.4,0.0,65.3,2020,03
24431,서울,7.0,0.0,39.5,2020,03
24432,부산,8.2,0.0,75.6,2020,03
24433,대구,5.7,0.0,78.0,2020,03
24434,광주,5.7,0.0,87.4,2020,03
24435,인천,6.0,0.0,49.4,2020,03
24436,대전,6.0,0.0,59.0,2020,03
24437,울산,7.3,0.0,72.6,2020,03
24438,경기,5.3,0.0,73.1,2020,03
24439,강원,6.9,0.0,59.9,2020,03
24440,충북,4.4,0.0,64.8,2020,03
24441,충남,4.5,0.0,60.9,2020,03
24442,전북,7.0,0.0,69.9,2020,03
24443,전남,7.6,0.0,84.0,2020,03
24444,경북,6.5,0.0,67.3,2020,03
24445,경남,6.5,0.0,70.4,2020,03
24446,제주,10.3,0.0,84.3,2020,03
24447,서울,9.3,0.0,43.8,2020,03
24448,부산,10.4,0.0,67.3,2020,03
24449,대구,8.3,0.0,77.9,2020,03
24450,광주,9.6,0.0,73.0,2020,03
24451,인천,8.2,0.0,54.3,2020,03
24452,대전,8.7,0.0,60.9,2020,03
24453,울산,8.7,0.0,76.3,2020,03
24454,경기,7.4,0.0,73.6,2020,03
24455,강원,8.1,0.0,66.3,2020,03
24456,충북,6.9,0.0,61.5,2020,03
24457,충남,6.9,0.0,58.9,2020,03
24458,전북,9.1,0.0,66.6,2020,03
24459,전남,9.6,0.0,73.3,2020,03
24460,경북,7.7,0.0,78.5,2020,03
24461,경남,9.0,0.0,66.5,2020,03
24462,제주,12.0,0.0,70.6,2020,03
24463,서울,11.1,0.0,37.6,2020,03
24464,부산,11.0,0.0,79.5,2020,03
24465,대구,9.1,0.0,83.4,2020,03
24466,광주,9.4,0.0,84.3,2020,03
24467,인천,9.4,0.0,52.5,2020,03
24468,대전,10.0,0.0,68.4,2020,03
24469,울산,9.3,0.0,89.6,2020,03
24470,경기,9.5,0.0,72.4,2020,03
24471,강원,10.1,0.0,70.4,2020,03
24472,충북,8.9,0.0,59.6,2020,03
24473,충남,8.3,0.0,60.1,2020,03
24474,전북,9.4,0.0,68.9,2020,03
24475,전남,10.2,0.0,83.3,2020,03
24476,경북,9.1,0.0,80.9,2020,03
24477,경남,9.1,0.0,78.9,2020,03
24478,제주,13.1,0.0,80.9,2020,03
24479,서울,6.4,0.0,78.4,2020,03
24480,부산,9.9,0.0,83.6,2020,03
24481,대구,9.0,0.0,90.9,2020,03
24482,광주,6.7,0.0,86.3,2020,03
24483,인천,6.3,0.0,78.1,2020,03
24484,대전,6.8,0.0,86.3,2020,03
24485,울산,9.9,0.0,87.3,2020,03
24486,경기,6.6,0.0,92.1,2020,03
24487,강원,8.1,0.0,93.0,2020,03
24488,충북,6.6,0.0,88.5,2020,03
24489,충남,5.9,0.0,79.4,2020,03
24490,전북,6.4,0.0,84.4,2020,03
24491,전남,8.8,0.0,78.3,2020,03
24492,경북,9.0,0.0,92.8,2020,03
24493,경남,9.0,0.0,76.3,2020,03
24494,제주,9.6,0.0,79.9,2020,03
24495,서울,3.8,0.0,41.8,2020,03
24496,부산,7.8,0.0,37.0,2020,03
24497,대구,6.4,0.0,48.1,2020,03
24498,광주,5.6,0.0,43.6,2020,03
24499,인천,3.8,0.0,47.5,2020,03
24500,대전,4.8,0.0,47.4,2020,03
24501,울산,6.6,0.0,36.6,2020,03
24502,경기,3.5,0.0,67.5,2020,03
24503,강원,6.6,0.0,39.9,2020,03
24504,충북,3.3,0.0,54.1,2020,03
24505,충남,3.8,0.0,49.8,2020,03
24506,전북,4.6,0.0,51.6,2020,03
24507,전남,6.5,0.0,38.6,2020,03
24508,경북,6.0,0.0,47.3,2020,03
24509,경남,6.9,0.0,33.6,2020,03
24510,제주,8.4,0.0,49.1,2020,03
24511,서울,6.8,0.0,49.8,2020,03
24512,부산,9.5,0.0,39.5,2020,03
24513,대구,8.3,0.0,48.1,2020,03
24514,광주,7.5,0.0,46.9,2020,03
24515,인천,6.7,0.0,60.5,2020,03
24516,대전,7.0,0.0,48.0,2020,03
24517,울산,9.3,0.0,28.8,2020,03
24518,경기,6.5,0.0,68.6,2020,03
24519,강원,11.3,0.0,26.3,2020,03
24520,충북,4.9,0.0,54.3,2020,03
24521,충남,5.1,0.0,67.5,2020,03
24522,전북,7.0,0.0,51.9,2020,03
24523,전남,7.8,0.0,56.3,2020,03
24524,경북,9.8,0.0,30.5,2020,03
24525,경남,7.7,0.0,42.6,2020,03
24526,제주,9.4,0.0,58.9,2020,03
24527,서울,4.9,0.0,41.0,2020,03
24528,부산,11.6,0.0,48.5,2020,03
24529,대구,9.4,0.0,47.0,2020,03
24530,광주,8.0,0.0,45.0,2020,03
24531,인천,4.2,0.0,45.0,2020,03
24532,대전,6.6,0.0,48.6,2020,03
24533,울산,10.6,0.0,50.6,2020,03
24534,경기,5.4,0.0,61.6,2020,03
24535,강원,8.0,0.0,48.6,2020,03
24536,충북,5.7,0.0,50.5,2020,03
24537,충남,4.6,0.0,52.1,2020,03
24538,전북,6.4,0.0,54.8,2020,03
24539,전남,10.7,0.0,46.8,2020,03
24540,경북,8.5,0.0,53.0,2020,03
24541,경남,10.2,0.0,43.9,2020,03
24542,제주,11.2,0.0,56.8,2020,03
24543,서울,3.6,0.0,48.1,2020,03
24544,부산,8.2,0.0,21.0,2020,03
24545,대구,6.5,0.0,37.3,2020,03
24546,광주,5.9,0.0,43.3,2020,03
24547,인천,4.0,0.0,58.6,2020,03
24548,대전,4.7,0.0,50.5,2020,03
24549,울산,7.0,0.0,25.8,2020,03
24550,경기,3.9,0.0,73.0,2020,03
24551,강원,6.5,0.0,34.4,2020,03
24552,충북,4.0,0.0,46.5,2020,03
24553,충남,3.9,0.0,61.1,2020,03
24554,전북,5.0,0.0,53.3,2020,03
24555,전남,6.7,0.0,33.8,2020,03
24556,경북,6.1,0.0,37.6,2020,03
24557,경남,6.8,0.0,20.6,2020,03
24558,제주,8.4,0.0,48.6,2020,03
24559,서울,4.0,0.0,48.3,2020,03
24560,부산,7.7,0.0,39.6,2020,03
24561,대구,6.2,0.0,48.4,2020,03
24562,광주,7.0,0.0,50.5,2020,03
24563,인천,4.6,0.0,50.4,2020,03
24564,대전,5.4,0.0,51.6,2020,03
24565,울산,6.6,0.0,40.4,2020,03
24566,경기,4.5,0.0,68.3,2020,03
24567,강원,4.6,0.0,60.5,2020,03
24568,충북,4.1,0.0,54.3,2020,03
24569,충남,3.9,0.0,56.3,2020,03
24570,전북,6.0,0.0,51.1,2020,03
24571,전남,8.2,0.0,42.4,2020,03
24572,경북,5.6,0.0,55.0,2020,03
24573,경남,6.7,0.0,38.0,2020,03
24574,제주,11.1,0.0,50.8,2020,03
24575,서울,3.6,0.0,42.4,2020,03
24576,부산,6.6,0.0,43.0,2020,03
24577,대구,6.4,0.0,47.1,2020,03
24578,광주,5.4,0.0,43.6,2020,03
24579,인천,3.0,0.0,54.1,2020,03
24580,대전,4.4,0.0,48.4,2020,03
24581,울산,5.9,0.0,45.9,2020,03
24582,경기,3.3,0.0,69.6,2020,03
24583,강원,5.6,0.0,54.4,2020,03
24584,충북,3.1,0.0,53.5,2020,03
24585,충남,3.3,0.0,56.1,2020,03
24586,전북,4.5,0.0,50.9,2020,03
24587,전남,6.0,0.0,45.1,2020,03
24588,경북,5.3,0.0,55.6,2020,03
24589,경남,5.3,0.0,39.8,2020,03
24590,제주,7.3,0.0,53.5,2020,03
24591,서울,6.6,0.0,65.8,2020,03
24592,부산,11.1,0.0,48.1,2020,03
24593,대구,10.5,0.0,53.6,2020,03
24594,광주,9.2,0.0,63.4,2020,03
24595,인천,6.6,0.0,76.0,2020,03
24596,대전,7.8,0.0,72.6,2020,03
24597,울산,11.2,0.0,46.6,2020,03
24598,경기,5.9,0.0,83.9,2020,03
24599,강원,8.2,0.0,57.3,2020,03
24600,충북,4.4,0.0,74.8,2020,03
24601,충남,6.8,0.0,82.1,2020,03
24602,전북,8.3,0.0,65.6,2020,03
24603,전남,10.3,0.0,54.8,2020,03
24604,경북,9.2,0.0,47.8,2020,03
24605,경남,10.5,0.0,42.9,2020,03
24606,제주,13.0,0.0,51.8,2020,03
24607,서울,10.0,0.0,45.8,2020,03
24608,부산,12.2,0.0,50.0,2020,03
24609,대구,11.7,0.0,50.5,2020,03
24610,광주,12.5,0.0,53.3,2020,03
24611,인천,9.6,0.0,57.4,2020,03
24612,대전,10.4,0.0,56.1,2020,03
24613,울산,12.2,0.0,42.1,2020,03
24614,경기,9.4,0.0,63.5,2020,03
24615,강원,13.7,0.0,33.0,2020,03
24616,충북,7.7,0.0,56.5,2020,03
24617,충남,8.8,0.0,64.8,2020,03
24618,전북,12.1,0.0,50.9,2020,03
24619,전남,11.7,0.0,60.5,2020,03
24620,경북,10.9,0.0,51.3,2020,03
24621,경남,10.8,0.0,49.4,2020,03
24622,제주,14.0,0.0,69.9,2020,03
24623,서울,9.1,0.0,49.0,2020,03
24624,부산,12.6,0.0,55.1,2020,03
24625,대구,10.8,0.0,52.0,2020,03
24626,광주,10.3,0.0,54.3,2020,03
24627,인천,8.2,0.0,63.8,2020,03
24628,대전,10.4,0.0,51.9,2020,03
24629,울산,13.4,0.0,45.1,2020,03
24630,경기,8.7,0.0,71.5,2020,03
24631,강원,12.2,0.0,40.6,2020,03
24632,충북,8.4,0.0,52.1,2020,03
24633,충남,8.8,0.0,61.6,2020,03
24634,전북,10.3,0.0,52.9,2020,03
24635,전남,11.3,0.0,58.0,2020,03
24636,경북,12.8,0.0,35.9,2020,03
24637,경남,12.1,0.0,47.1,2020,03
24638,제주,13.9,0.0,46.3,2020,03
24639,서울,8.8,0.0,39.6,2020,03
24640,부산,10.4,0.0,38.8,2020,03
24641,대구,12.0,0.0,38.6,2020,03
24642,광주,10.6,0.0,32.6,2020,03
24643,인천,8.4,0.0,55.9,2020,03
24644,대전,9.6,0.0,43.9,2020,03
24645,울산,11.6,0.0,31.0,2020,03
24646,경기,8.7,0.0,60.6,2020,03
24647,강원,11.5,0.0,29.1,2020,03
24648,충북,7.9,0.0,45.8,2020,03
24649,충남,8.1,0.0,58.1,2020,03
24650,전북,9.7,0.0,44.0,2020,03
24651,전남,10.0,0.0,43.8,2020,03
24652,경북,11.3,0.0,30.3,2020,03
24653,경남,9.7,0.0,37.3,2020,03
24654,제주,12.0,0.0,37.4,2020,03
24655,서울,12.8,0.0,56.5,2020,03
24656,부산,13.7,0.0,64.3,2020,03
24657,대구,15.0,0.0,54.1,2020,03
24658,광주,14.2,0.0,57.5,2020,03
24659,인천,10.7,0.0,72.1,2020,03
24660,대전,14.6,0.0,55.4,2020,03
24661,울산,15.5,0.0,44.9,2020,03
24662,경기,11.8,0.0,75.5,2020,03
24663,강원,14.0,0.0,55.1,2020,03
24664,충북,12.5,0.0,54.5,2020,03
24665,충남,11.6,0.0,72.5,2020,03
24666,전북,15.0,0.0,50.8,2020,03
24667,전남,12.9,0.0,71.4,2020,03
24668,경북,15.2,0.0,43.8,2020,03
24669,경남,13.1,0.0,55.3,2020,03
24670,제주,17.4,0.0,45.0,2020,03
24671,서울,11.0,0.0,37.5,2020,03
24672,부산,14.1,0.0,67.5,2020,03
24673,대구,14.1,0.0,62.4,2020,03
24674,광주,14.6,0.0,48.4,2020,03
24675,인천,9.9,0.0,44.3,2020,03
24676,대전,13.2,0.0,47.4,2020,03
24677,울산,13.1,0.0,63.4,2020,03
24678,경기,10.9,0.0,61.9,2020,03
24679,강원,9.8,0.0,60.5,2020,03
24680,충북,12.2,0.0,52.4,2020,03
24681,충남,9.6,0.0,53.1,2020,03
24682,전북,13.4,0.0,54.1,2020,03
24683,전남,14.4,0.0,70.8,2020,03
24684,경북,10.1,0.0,64.4,2020,03
24685,경남,13.0,0.0,70.3,2020,03
24686,제주,14.4,0.0,71.3,2020,03
24687,서울,10.6,0.0,37.9,2020,03
24688,부산,12.6,0.0,46.0,2020,03
24689,대구,11.5,0.0,56.9,2020,03
24690,광주,10.8,0.0,46.0,2020,03
24691,인천,9.5,0.0,54.9,2020,03
24692,대전,10.2,0.0,52.3,2020,03
24693,울산,12.0,0.0,47.4,2020,03
24694,경기,9.3,0.0,68.6,2020,03
24695,강원,8.9,0.0,50.6,2020,03
24696,충북,9.2,0.0,45.8,2020,03
24697,충남,8.0,0.0,59.9,2020,03
24698,전북,9.3,0.0,60.4,2020,03
24699,전남,12.9,0.0,39.4,2020,03
24700,경북,9.3,0.0,56.9,2020,03
24701,경남,13.2,0.0,29.3,2020,03
24702,제주,12.7,0.0,51.6,2020,03
24703,서울,11.4,0.0,35.0,2020,03
24704,부산,11.5,0.0,52.3,2020,03
24705,대구,11.2,0.0,59.0,2020,03
24706,광주,11.4,0.0,55.9,2020,03
24707,인천,10.4,0.0,43.9,2020,03
24708,대전,11.4,0.0,53.0,2020,03
24709,울산,10.1,0.0,57.4,2020,03
24710,경기,9.6,0.0,67.8,2020,03
24711,강원,8.6,0.0,61.1,2020,03
24712,충북,9.1,0.0,49.6,2020,03
24713,충남,8.8,0.0,60.4,2020,03
24714,전북,10.2,0.0,58.5,2020,03
24715,전남,11.8,0.0,58.1,2020,03
24716,경북,7.6,0.0,67.6,2020,03
24717,경남,10.6,0.0,52.1,2020,03
24718,제주,12.6,0.0,62.8,2020,03
24719,서울,12.5,0.0,33.6,2020,03
24720,부산,13.0,0.0,57.1,2020,03
24721,대구,13.1,0.0,57.4,2020,03
24722,광주,14.2,0.0,46.9,2020,03
24723,인천,11.7,0.0,52.6,2020,03
24724,대전,13.6,0.0,48.4,2020,03
24725,울산,11.9,0.0,62.4,2020,03
24726,경기,11.8,0.0,64.0,2020,03
24727,강원,10.9,0.0,69.1,2020,03
24728,충북,11.6,0.0,48.5,2020,03
24729,충남,10.6,0.0,57.3,2020,03
24730,전북,14.7,0.0,47.3,2020,03
24731,전남,12.6,0.0,61.9,2020,03
24732,경북,10.2,0.0,71.1,2020,03
24733,경남,11.5,0.0,59.6,2020,03
24734,제주,16.3,0.0,56.4,2020,03
24735,서울,14.8,0.0,53.8,2020,03
24736,부산,14.5,0.0,83.1,2020,03
24737,대구,13.2,0.0,76.8,2020,03
24738,광주,13.7,0.0,94.5,2020,03
24739,인천,14.7,0.0,61.3,2020,03
24740,대전,14.2,0.0,74.4,2020,03
24741,울산,13.2,0.0,87.6,2020,03
24742,경기,14.1,0.0,79.9,2020,03
24743,강원,16.3,0.0,51.1,2020,03
24744,충북,14.0,0.0,61.1,2020,03
24745,충남,13.4,0.0,74.9,2020,03
24746,전북,15.2,0.0,73.4,2020,03
24747,전남,13.0,0.0,94.1,2020,03
24748,경북,14.3,0.0,72.6,2020,03
24749,경남,12.6,0.0,84.0,2020,03
24750,제주,17.9,0.0,85.5,2020,03
24751,서울,11.9,0.0,56.4,2020,03
24752,부산,13.7,0.0,97.6,2020,03
24753,대구,14.6,0.0,87.0,2020,03
24754,광주,10.5,0.0,84.4,2020,03
24755,인천,10.7,0.0,60.4,2020,03
24756,대전,11.9,0.0,82.1,2020,03
24757,울산,13.4,0.0,97.5,2020,03
24758,경기,11.1,0.0,77.5,2020,03
24759,강원,9.9,0.0,91.8,2020,03
24760,충북,11.4,0.0,81.3,2020,03
24761,충남,9.5,0.0,66.9,2020,03
24762,전북,9.9,0.0,85.1,2020,03
24763,전남,13.7,0.0,80.3,2020,03
24764,경북,10.8,0.0,93.5,2020,03
24765,경남,14.8,0.0,89.0,2020,03
24766,제주,12.0,0.0,82.5,2020,03
24767,서울,7.7,0.0,17.9,2020,03
24768,부산,9.4,0.0,69.6,2020,03
24769,대구,8.2,0.0,60.3,2020,03
24770,광주,7.3,0.0,42.8,2020,03
24771,인천,7.1,0.0,26.5,2020,03
24772,대전,7.5,0.0,38.0,2020,03
24773,울산,8.5,0.0,71.5,2020,03
24774,경기,7.5,0.0,40.0,2020,03
24775,강원,6.4,0.0,56.8,2020,03
24776,충북,6.6,0.0,48.5,2020,03
24777,충남,6.3,0.0,37.6,2020,03
24778,전북,7.2,0.0,50.3,2020,03
24779,전남,9.7,0.0,52.8,2020,03
24780,경북,7.6,0.0,65.9,2020,03
24781,경남,9.0,0.0,51.9,2020,03
24782,제주,9.0,0.0,61.6,2020,03
24783,서울,8.7,0.0,30.6,2020,03
24784,부산,10.4,0.0,58.1,2020,03
24785,대구,8.7,0.0,70.3,2020,03
24786,광주,9.0,0.0,52.8,2020,03
24787,인천,7.8,0.0,45.6,2020,03
24788,대전,8.9,0.0,49.5,2020,03
24789,울산,8.7,0.0,68.1,2020,03
24790,경기,7.4,0.0,62.6,2020,03
24791,강원,6.9,0.0,66.1,2020,03
24792,충북,7.6,0.0,56.3,2020,03
24793,충남,6.6,0.0,55.4,2020,03
24794,전북,8.1,0.0,53.4,2020,03
24795,전남,10.4,0.0,62.6,2020,03
24796,경북,6.4,0.0,78.6,2020,03
24797,경남,9.0,0.0,60.9,2020,03
24798,제주,11.2,0.0,67.8,2020,03
24799,서울,10.2,0.0,38.4,2020,03
24800,부산,11.6,0.0,62.9,2020,03
24801,대구,11.5,0.0,64.0,2020,03
24802,광주,11.9,0.0,56.5,2020,03
24803,인천,8.1,0.0,52.6,2020,03
24804,대전,12.2,0.0,48.6,2020,03
24805,울산,10.6,0.0,68.0,2020,03
24806,경기,8.3,0.0,68.8,2020,03
24807,강원,9.8,0.0,65.3,2020,03
24808,충북,10.4,0.0,53.1,2020,03
24809,충남,7.2,0.0,51.1,2020,03
24810,전북,10.8,0.0,54.0,2020,03
24811,전남,11.9,0.0,65.8,2020,03
24812,경북,8.7,0.0,74.0,2020,03
24813,경남,10.8,0.0,60.6,2020,03
24814,제주,13.5,0.0,65.3,2020,03
24815,서울,11.9,0.0,34.5,2020,03
24816,부산,12.9,0.0,65.1,2020,03
24817,대구,12.8,0.0,64.5,2020,03
24818,광주,12.8,0.0,53.9,2020,03
24819,인천,9.9,0.0,54.9,2020,03
24820,대전,12.6,0.0,43.3,2020,03
24821,울산,11.3,0.0,74.9,2020,03
24822,경기,9.8,0.0,69.0,2020,03
24823,강원,12.1,0.0,58.4,2020,03
24824,충북,10.8,0.0,49.1,2020,03
24825,충남,8.7,0.0,50.1,2020,03
24826,전북,11.2,0.0,51.4,2020,03
24827,전남,13.0,0.0,64.9,2020,03
24828,경북,9.4,0.0,78.6,2020,03
24829,경남,11.5,0.0,64.8,2020,03
24830,제주,13.9,0.0,66.8,2020,03
24831,서울,11.3,0.0,35.6,2020,04
24832,부산,12.5,0.0,60.1,2020,04
24833,대구,13.9,0.0,50.1,2020,04
24834,광주,10.7,0.0,50.1,2020,04
24835,인천,10.6,0.0,40.1,2020,04
24836,대전,11.6,0.0,40.3,2020,04
24837,울산,11.8,0.0,76.1,2020,04
24838,경기,11.1,0.0,58.4,2020,04
