iter	RMSE
637	437491180.9
638	437487662.2
639	437484129.6
640	437479275.7
641	437475451
642	437472057.3
643	437468719.3
644	437414320
645	437402857.9
646	437400562.7
647	437397766.6
648	437395847
649	437393454.3
650	437391465
651	437381101.3
652	437372086.7
653	437368594.9
654	437365381.3
655	437353681.4
656	437343233.3
657	437317480.6
658	437314475.4
659	437311108.3
660	437306322.1
661	437294968.4
662	437289792.4
663	437287774.9
664	437278953.2
665	437275474.5
666	437264468
667	437239935.2
668	437236901.6
669	437231975.4
670	437228802.5
671	437225003.4
672	437214357.4
673	437212172.5
674	437202096.8
675	437200106.7
676	437190823.9
677	437188736.3
678	437174554.3
679	437172814.6
680	437169543.9
681	437165786
682	437163865.3
683	437153384.8
684	437151422.3
685	437148179.3
686	437137420.1
687	437134302.2
688	437132116.9
689	437130126.5
690	437127036.4
691	437122164.6
692	437119018.8
693	437096204
694	437089842.4
695	437086515.4
696	437083049.2
697	437080070.1
698	437078260.4
699	437073666.5
700	437069239.6
701	437066121.2
702	437061429.8
703	437059383.3
704	437057420.4
705	437052506
706	437048273.8
707	437038250
708	437029451.1
709	437026819.8
710	437025023.8
711	437003457.2
712	437001480.1
713	436998417
714	436995353.8
715	436990327.4
716	436985802.2
717	436983964.2
718	436980901
719	436979007.3
720	436969162.9
721	436960850
722	436958190.4
723	436955363.7
724	436952523
725	436950726.7
726	436948902.5
727	436944418.7
728	436934824.1
729	436931732.7
730	436928752.6
731	436908323.2
732	436905134.1
733	436903184.4
734	436900385.2
735	436897209.9
736	436883464.1
737	436875288.9
738	436872308.4
739	436870581.4
740	436867559.1
741	436861612
742	436848686.8
743	436844201.9
744	436841068.1
745	436839396.6
746	436835273.8
747	436830579.8
748	436827431.9
749	436817319.5
750	436814282.9
751	436811051.3
752	436807931.1
753	436806357.1
754	436803404
755	436794168.5
756	436791438.3
757	436789557.7
758	436787774.7
759	436783553.8
760	436779221.5
761	436776351.8
762	436769498
763	436767491.9
764	436764636.1
765	436762253.9
766	436759634.9
767	436750969.7
768	436743084.6
769	436738821.5
770	436737177.5
771	436733276.6
772	436730490.3
773	436724847.8
774	436720668.1
775	436719121.6
776	436716237.6
777	436713715.9
778	436704715.4
779	436701970.6
780	436697442.4
781	436678089.1
782	436675539.2
783	436672850
784	436671010.7
785	436668628
786	436660351.2
787	436654861.1
788	436653077.5
789	436650109.5
790	436647308.6
791	436642612.6
792	436641149.5
793	436638404.3
794	436636829.7
795	436635296.8
796	436616985.9
797	436607523.5
798	436604583
799	436602158.2
800	436593573.5
801	436576598.7
802	436571260.9
803	436568989.1
804	436557950.8
805	436555706.9
806	436553797.4
807	436539302.1
808	436534869.8
809	436532137.9
810	436523872.4
811	436484048.2
812	436482375.4
813	436474903.5
814	436473161
815	436471753.1
816	436461367.5
817	436457742.9
818	436456321
819	436445767.7
820	436443174.7
821	436441473.9
822	436436357.4
823	436433959.5
824	436430055.9
825	436427239.7
826	436423085.1
827	436420380.4
828	436417843
829	436409686.9
830	436361597.6
831	436352171.5
832	436350693.5
833	436349201.4
834	436337139.6
835	436335047.9
836	436325677.1
837	436321981.7
838	436320587.2
839	436318146.8
840	436309988.8
841	436305791.2
842	436304354.8
843	436302918.4
844	436294062.9
845	436291566.6
846	436285249
847	436280326
848	436249880.1
849	436233631.2
850	436229781.6
851	436222138
852	436185550.4
853	436184099.7
854	436180068.3
855	436178059.6
856	436173832.8
857	436170122.2
858	436167597.2
859	436165379.2
860	436161542.9
861	436116858.4
862	436107134.1
863	436105738.9
864	436104539
865	436101734.7
866	436098232.7
867	436095414.3
868	436092847.1
869	436091270.5
870	436089177.6
871	436087587.1
872	436078894.6
873	436077429.5
874	436071722.8
875	436063197.4
876	436047499.7
877	436046006.7
878	436043467.1
879	436035373.7
880	436033531.8
881	436031620
882	436002636
883	435998784.4
884	435996453.8
885	435994890.8
886	435991039.1
887	435983517
888	435982107.5
889	435979455.8
890	435976008.7
891	435973608.2
892	435972170.8
893	435969505.1
894	435968137.4
895	435965597.4
896	435956316.3
897	435953901.7
898	435952199
899	435949337.9
900	435945946.3
901	435937781.4
902	435936427.5
903	435935017.8
904	435931235.4
905	435928541.6
906	435913802.1
907	435910256.7
908	435908079.3
909	435897219.6
910	435895851.7
911	435868519.8
912	435867123.9
913	435865825.7
914	435832125.9
915	435828272.7
916	435819547.2
917	435818276.7
918	435816001
919	435812524.7
920	435809690.5
921	435808406.1
922	435800685.4
923	435792573.5
924	435784740.8
925	435783288.8
926	435781473.7
927	435773878.1
928	435766687.4
929	435762721.9
930	435748786.7
931	435746650.3
932	435744248.6
933	435712145.4
934	435702719.2
935	435700177.6
936	435697859.5
937	435696504.9
938	435688893.9
939	435675528.9
940	435667051.7
941	435641381.5
942	435637945.6
943	435635641.1
944	435631897.9
945	435630613
946	435628168.7
947	435626772
948	435624928.3
949	435600722.3
950	435597607.4
951	435596252.5
952	435594799.8
953	435592187.7
954	435588542
955	435581250.3
956	435578638.2
957	435576501
958	435568957.7
959	435567644.6
960	435566373.4
961	435559165.3
962	435557530.8
963	435553605.4
964	435552404
965	435547738.1
966	435545251.5
967	435503577.4
968	435502306
969	435500196.4
970	435494300.4
971	435489131
972	435484506.3
973	435483123.1
974	435481837.7
975	435473915.6
976	435471526.3
977	435469388.6
978	435465182.9
979	435462821.5
980	435448443.6
981	435446892.6
982	435444978.3
983	435431689.7
984	435428559.6
985	435425178
986	435421698.5
987	435420496.7
988	435419225.1
989	435417436.5
990	435415759.6
991	435414418.1
992	435412391.8
993	435411050.3
994	435409764.7
995	435406410.9
996	435366973.6
997	435364541.8
998	435351893.6
999	435349461.8
1000	435347085.9
1001	435343452
1002	435341285.7
1003	435340111.7
1004	435337861.5
1005	435336547.7
1006	435334521.1
1007	435327420.9
1008	435325953.3
1009	435324667.4
1010	435323185.9
1011	435320991.5
1012	435318252
1013	435317022
1014	435279701.3
1015	435277562.6
1016	435276318.5
1017	435274165.8
1018	435270866.9
1019	435264031.2
1020	435262912.9
1021	435227544.8
1022	435225573.6
1023	435223868
1024	435221924.8
1025	435220638.6
1026	435219450.3
1027	435217381.2
1028	435188874.3
1029	435187699.8
1030	435182890.2
1031	435178723.7
1032	435175535.9
1033	435172068.4
1034	435164909.6
1035	435163539.4
1036	435151738.3
1037	435149319.4
1038	435148368.5
1039	435125352.6
1040	435121786.8
1041	435118738.4
1042	435116626.9
1043	435115228.5
1044	435112795.3
1045	435111746.6
1046	435104852.5
1047	435103398.2
1048	435102335.4
1049	435097692.6
1050	435093958.8
1051	435090658.5
1052	435083610.3
1053	435080589.6
1054	435077219.2
1055	435075485.1
1056	435074254.4
1057	435073275.5
1058	435071443.4
1059	435069835.2
1060	435067513.6
1061	435066422.8
1062	435065206.1
1063	435063192.2
1064	435061262.2
1065	435048591.2
1066	435046521.3
1067	435043304.6
1068	435036325.5
1069	435034926.9
1070	435022926.5
1071	435020059.2
1072	435018171
1073	435014240.7
1074	435008016.5
1075	435006799.6
1076	435004687.6
1077	435002939.2
1078	434996309.1
1079	434993623.5
1080	434992266.7
1081	434973830.7
1082	434972781.5
1083	434971578.6
1084	434970403.5
1085	434968738.9
1086	434964318.6
1087	434963423.3
1088	434960611.6
1089	434958988.9
1090	434957785.9
1091	434954680.4
1092	434933095.1
1093	434931920
1094	434925806.5
1095	434924505.4
1096	434918140
1097	434917202.7
1098	434914796.4
1099	434912977.7
1100	434911970.4
1101	434907143.7
1102	434900246.4
1103	434879833.7
1104	434878798.3
1105	434877021.5
1106	434875874.2
1107	434868416.7
1108	434867269.4
1109	434864191.2
1110	434856229.8
1111	434848926
1112	434847428.8
1113	434846099.5
1114	434842937.2
1115	434831631.2
1116	434829798.2
1117	434828538.8
1118	434827349.4
1119	434826439.9
1120	434815763.1
1121	434799852.4
1122	434798159.2
1123	434797039.7
1124	434795864.2
1125	434794660.7
1126	434789357
1127	434787649.7
1128	434786544.1
1129	434785032.7
1130	434778413.4
1131	434777517.7
1132	434776510.1
1133	434687103.7
1134	434685102
1135	434684038.2
1136	434650442.8
1137	434648357
1138	434564188.8
1139	434562970.7
1140	434562116.6
1141	434556011.9
1142	434554849.8
1143	434549123
1144	434537137.2
1145	434535316.9
1146	434517939.7
1147	434511050.2
1148	434508403.6
1149	434507367.4
1150	434495800.6
1151	434494806.3
1152	434491585.5
1153	434484905.6
1154	434480746.4
1155	434461350.3
1156	434445034.6
1157	434441897.4
1158	434439894.6
1159	434437065.5
1160	434357703.1
1161	434342237.9
1162	434341383.4
1163	434340248.7
1164	434338301.5
1165	434334505.1
1166	434333636.6
1167	434332011.6
1168	434329013.7
1169	434325623.5
1170	434324222.6
1171	434313015.1
1172	434311404
1173	434279236.9
1174	434277205.4
1175	434275159.8
1176	434273716.7
1177	434255390.2
1178	434254325.4
1179	434253386.6
1180	434252307.7
1181	434251256.9
1182	434248314.4
1183	434247319.6
1184	434244181
1185	434243116.1
1186	434241518.8
1187	434238380.1
1188	434236222.3
1189	434231121.9
1190	434226343.7
1191	434224396
1192	434223387.1
1193	434220472.5
1194	434218931.2
1195	434216156.7
1196	434215189.8
1197	434213031.8
1198	434211070.1
1199	434196580.6
